kode,nama,province,layer,markers
34.04.17.2002,Wukirsari,DI Yogyakarta,SANSKRIT,-sari
34.04.17.2003,Glagaharjo,DI Yogyakarta,MIXED,-harjo; glagah-
34.04.17.2004,Kepuharjo,DI Yogyakarta,SANSKRIT,-harjo
34.04.17.2005,Umbulharjo,DI Yogyakarta,SANSKRIT,-harjo
34.71.01.1001,Kricak,DI Yogyakarta,UNKNOWN,
34.71.01.1002,Karangwaru,DI Yogyakarta,PRE_HINDU,[karang]
34.71.01.1003,Tegalrejo,DI Yogyakarta,MIXED,-rejo; tegal-
34.71.01.1004,Bener,DI Yogyakarta,UNKNOWN,
34.71.02.1001,Bumijo,DI Yogyakarta,SANSKRIT,[bumi]
34.71.02.1002,Cokrodiningratan,DI Yogyakarta,UNKNOWN,
34.71.02.1003,Gowongan,DI Yogyakarta,UNKNOWN,
34.71.03.1001,Demangan,DI Yogyakarta,UNKNOWN,
34.71.03.1002,Kotabaru,DI Yogyakarta,UNKNOWN,
34.71.03.1003,Klitren,DI Yogyakarta,UNKNOWN,
34.71.03.1004,Baciro,DI Yogyakarta,UNKNOWN,
34.71.03.1005,Terban,DI Yogyakarta,UNKNOWN,
34.71.04.1001,Suryatmajan,DI Yogyakarta,UNKNOWN,
34.71.04.1002,Tegalpanggung,DI Yogyakarta,PRE_HINDU,tegal-
34.71.04.1003,Bausasran,DI Yogyakarta,UNKNOWN,
34.71.05.1001,Sosromenduran,DI Yogyakarta,UNKNOWN,
34.71.05.1002,Pringgokusuman,DI Yogyakarta,PRE_HINDU,pring-
34.71.06.1001,Ngampilan,DI Yogyakarta,UNKNOWN,
34.71.06.1002,Notoprajan,DI Yogyakarta,SANSKRIT,[praja]
34.71.07.1001,Pakuncen,DI Yogyakarta,UNKNOWN,
34.71.07.1002,Wirobrajan,DI Yogyakarta,UNKNOWN,
34.71.07.1003,Patangpuluhan,DI Yogyakarta,UNKNOWN,
34.71.08.1001,Gedongkiwo,DI Yogyakarta,UNKNOWN,
34.71.08.1002,Suryodiningratan,DI Yogyakarta,UNKNOWN,
34.71.08.1003,Mantrijeron,DI Yogyakarta,UNKNOWN,
34.71.09.1001,Patehan,DI Yogyakarta,UNKNOWN,
34.71.09.1002,Panembahan,DI Yogyakarta,UNKNOWN,
34.71.09.1003,Kadipaten,DI Yogyakarta,UNKNOWN,
34.71.10.1001,Ngupasan,DI Yogyakarta,UNKNOWN,
34.71.10.1002,Prawirodirjan,DI Yogyakarta,UNKNOWN,
34.71.11.1001,Purwokinanti,DI Yogyakarta,UNKNOWN,
34.71.11.1002,Gunungketur,DI Yogyakarta,PRE_HINDU,gunung-
34.71.12.1001,Keparakan,DI Yogyakarta,UNKNOWN,
34.71.12.1002,Wirogunan,DI Yogyakarta,UNKNOWN,
34.71.12.1003,Brontokusuman,DI Yogyakarta,UNKNOWN,
34.71.13.1001,Semaki,DI Yogyakarta,UNKNOWN,
34.71.13.1002,Muja Muju,DI Yogyakarta,UNKNOWN,
34.71.13.1003,Tahunan,DI Yogyakarta,UNKNOWN,
34.71.13.1004,Warungboto,DI Yogyakarta,UNKNOWN,
34.71.13.1005,Pandeyan,DI Yogyakarta,UNKNOWN,
34.71.13.1006,Sorosutan,DI Yogyakarta,UNKNOWN,
34.71.13.1007,Giwangan,DI Yogyakarta,UNKNOWN,
34.71.14.1001,Rejowinangun,DI Yogyakarta,SANSKRIT,[rejo]
34.71.14.1002,Prenggan,DI Yogyakarta,UNKNOWN,
34.71.14.1003,Purbayan,DI Yogyakarta,UNKNOWN,
35.01.01.2001,Widoro,Jawa Timur,UNKNOWN,
35.01.01.2002,Sawahan,Jawa Timur,PRE_HINDU,sawah-
35.01.01.2003,Kalak,Jawa Timur,UNKNOWN,
35.01.01.2004,Sendang,Jawa Timur,PRE_HINDU,sendang-
35.01.01.2005,Klepu,Jawa Timur,UNKNOWN,
35.01.01.2006,Gedompol,Jawa Timur,UNKNOWN,
35.01.01.2007,Cemeng,Jawa Timur,UNKNOWN,
35.01.01.2008,Gendaran,Jawa Timur,UNKNOWN,
35.01.01.2009,Sukodono,Jawa Timur,UNKNOWN,
35.01.01.2010,Sekar,Jawa Timur,UNKNOWN,
35.01.01.2011,Donorojo,Jawa Timur,UNKNOWN,
35.01.01.2012,Belah,Jawa Timur,UNKNOWN,
35.01.02.2001,Dersono,Jawa Timur,UNKNOWN,
35.01.02.2002,Sugihwaras,Jawa Timur,UNKNOWN,
35.01.02.2003,Watukarung,Jawa Timur,PRE_HINDU,watu-
35.01.02.2004,Jlubang,Jawa Timur,UNKNOWN,
35.01.02.2005,Candi,Jawa Timur,SANSKRIT,candi-
35.01.02.2006,Poko,Jawa Timur,UNKNOWN,
35.01.02.2007,Dadapan,Jawa Timur,UNKNOWN,
35.01.02.2008,Pringkuku,Jawa Timur,PRE_HINDU,pring-
35.01.02.2009,Sobo,Jawa Timur,UNKNOWN,
35.01.02.2010,Ngadirejan,Jawa Timur,UNKNOWN,
35.01.02.2011,Glinggangan,Jawa Timur,UNKNOWN,
35.01.02.2012,Pelem,Jawa Timur,UNKNOWN,
35.01.02.2013,Tamanasri,Jawa Timur,SANSKRIT,-asri
35.01.03.2001,Bomo,Jawa Timur,UNKNOWN,
35.01.03.2002,Sooka,Jawa Timur,UNKNOWN,
35.01.03.2003,Punung,Jawa Timur,UNKNOWN,
35.01.03.2004,Mendolo Kidul,Jawa Timur,PRE_HINDU,[kidul]; [dir:kidul]
35.01.03.2005,Piton,Jawa Timur,UNKNOWN,
35.01.03.2006,Kendal,Jawa Timur,UNKNOWN,
35.01.03.2007,Wareng,Jawa Timur,UNKNOWN,
35.01.03.2008,Mantren,Jawa Timur,UNKNOWN,
35.01.03.2009,Mendolo Lor,Jawa Timur,PRE_HINDU,[lor]; [dir:lor]
35.01.03.2010,Ploso,Jawa Timur,UNKNOWN,
35.01.03.2011,Gondosari,Jawa Timur,SANSKRIT,-sari
35.01.03.2012,Kebonsari,Jawa Timur,SANSKRIT,-sari
35.01.03.2013,Tinatar,Jawa Timur,UNKNOWN,
35.01.04.1001,Sidoharjo,Jawa Timur,SANSKRIT,-harjo
35.01.04.1002,Ploso,Jawa Timur,UNKNOWN,
35.01.04.1008,Baleharjo,Jawa Timur,SANSKRIT,-harjo
35.01.04.1012,Pucangsewu,Jawa Timur,UNKNOWN,
35.01.04.1013,Pacitan,Jawa Timur,UNKNOWN,
35.01.04.2003,Kembang,Jawa Timur,UNKNOWN,
35.01.04.2004,Sukoharjo,Jawa Timur,SANSKRIT,-harjo
35.01.04.2005,Kayen,Jawa Timur,UNKNOWN,
35.01.04.2006,Sirnoboyo,Jawa Timur,UNKNOWN,
35.01.04.2007,Arjowinangun,Jawa Timur,UNKNOWN,
35.01.04.2009,Bangunsari,Jawa Timur,SANSKRIT,-sari
35.01.04.2010,Sedeng,Jawa Timur,UNKNOWN,
35.01.04.2011,Sumberharjo,Jawa Timur,MIXED,-harjo; sumber-
35.01.04.2014,Tanjungsari,Jawa Timur,MIXED,-sari; [tanjung]
35.01.04.2015,Menadi,Jawa Timur,SANSKRIT,-adi
35.01.04.2016,Mentoro,Jawa Timur,UNKNOWN,
35.01.04.2017,Purworejo,Jawa Timur,SANSKRIT,-rejo
35.01.04.2018,Nanggungan,Jawa Timur,UNKNOWN,
35.01.04.2019,Widoro,Jawa Timur,UNKNOWN,
35.01.04.2020,Semanten,Jawa Timur,UNKNOWN,
35.01.04.2021,Sambong,Jawa Timur,UNKNOWN,
35.01.04.2022,Banjarsari,Jawa Timur,MIXED,-sari; banjar-
35.01.04.2023,Bolosingo,Jawa Timur,UNKNOWN,
35.01.04.2024,Ponggok,Jawa Timur,UNKNOWN,
35.01.04.2025,Tambakrejo,Jawa Timur,SANSKRIT,-rejo
35.01.05.2001,Plumbungan,Jawa Timur,UNKNOWN,
35.01.05.2002,Karangnongko,Jawa Timur,PRE_HINDU,[karang]
35.01.05.2003,Kalipelus,Jawa Timur,PRE_HINDU,kali-
35.01.05.2004,Karanganyar,Jawa Timur,PRE_HINDU,[karang]
35.01.05.2005,Katipugal,Jawa Timur,UNKNOWN,
35.01.05.2006,Klesem,Jawa Timur,UNKNOWN,
35.01.05.2007,Sidomulyo,Jawa Timur,SANSKRIT,-mulyo
35.01.05.2008,Worawari,Jawa Timur,UNKNOWN,
35.01.05.2009,Mantren,Jawa Timur,UNKNOWN,
35.01.05.2010,Gawang,Jawa Timur,UNKNOWN,
35.01.05.2011,Kebonagung,Jawa Timur,SANSKRIT,-agung
35.01.05.2012,Purwoasri,Jawa Timur,SANSKRIT,-asri
35.01.05.2013,Banjarjo,Jawa Timur,PRE_HINDU,banjar-
35.01.05.2014,Gembuk,Jawa Timur,UNKNOWN,
35.01.05.2015,Sanggrahan,Jawa Timur,SANSKRIT,[graha]
35.01.05.2016,Punjung,Jawa Timur,UNKNOWN,
35.01.05.2017,Wonogondo,Jawa Timur,PRE_HINDU,wono-
35.01.05.2018,Ketepung,Jawa Timur,UNKNOWN,
35.01.05.2019,Ketro,Jawa Timur,UNKNOWN,
35.01.06.2001,Mlati,Jawa Timur,UNKNOWN,
35.01.06.2002,Sedayu,Jawa Timur,UNKNOWN,
35.01.06.2003,Tremas,Jawa Timur,UNKNOWN,
35.01.06.2004,Arjosari,Jawa Timur,SANSKRIT,-sari
35.01.06.2005,Gunungsari,Jawa Timur,MIXED,-sari; gunung-
35.01.06.2006,Pagutan,Jawa Timur,UNKNOWN,
35.01.06.2007,Gembong,Jawa Timur,UNKNOWN,
35.01.06.2008,Borang,Jawa Timur,UNKNOWN,
35.01.06.2009,Gegeran,Jawa Timur,UNKNOWN,
35.01.06.2010,Kedungbendo,Jawa Timur,PRE_HINDU,kedung-
35.01.06.2011,Mangunharjo,Jawa Timur,SANSKRIT,-harjo
35.01.06.2012,Jetiskidul,Jawa Timur,UNKNOWN,
35.01.06.2013,Temon,Jawa Timur,UNKNOWN,
35.01.06.2014,Karanggede,Jawa Timur,PRE_HINDU,[karang]
35.01.06.2015,Gayuhan,Jawa Timur,UNKNOWN,
35.01.06.2016,Karangrejo,Jawa Timur,MIXED,-rejo; [karang]
35.01.06.2017,Jatimalang,Jawa Timur,PRE_HINDU,jati-
35.01.07.2001,Gondang,Jawa Timur,UNKNOWN,
35.01.07.2002,Mujing,Jawa Timur,UNKNOWN,
35.01.07.2003,Sempu,Jawa Timur,UNKNOWN,
35.01.07.2004,Nawangan,Jawa Timur,UNKNOWN,
35.01.07.2005,Tokawi,Jawa Timur,UNKNOWN,
35.01.07.2006,Jetis Lor,Jawa Timur,PRE_HINDU,[lor]; [dir:lor]
35.01.07.2007,Penggung,Jawa Timur,UNKNOWN,
35.01.07.2008,Pakis Baru,Jawa Timur,UNKNOWN,
35.01.07.2009,Ngromo,Jawa Timur,UNKNOWN,
35.01.08.2001,Petungsinarang,Jawa Timur,UNKNOWN,
35.01.08.2002,Ngunut,Jawa Timur,UNKNOWN,
35.01.08.2003,Bandar,Jawa Timur,UNKNOWN,
35.01.08.2004,Kledung,Jawa Timur,UNKNOWN,
35.01.08.2005,Tumpuk,Jawa Timur,UNKNOWN,
35.01.08.2006,Watupatok,Jawa Timur,PRE_HINDU,watu-
35.01.08.2007,Bangunsari,Jawa Timur,SANSKRIT,-sari
35.01.08.2008,Jeruk,Jawa Timur,UNKNOWN,
35.01.09.2001,Kebondalem,Jawa Timur,UNKNOWN,
35.01.09.2002,Gedangan,Jawa Timur,UNKNOWN,
35.01.09.2003,Ngreco,Jawa Timur,UNKNOWN,
35.01.09.2004,Kasihan,Jawa Timur,PRE_HINDU,ka-...-an (kasihan)
35.01.09.2005,Pucangombo,Jawa Timur,UNKNOWN,
35.01.09.2006,Gemaharjo,Jawa Timur,SANSKRIT,-harjo
35.01.09.2007,Ploso,Jawa Timur,UNKNOWN,
35.01.09.2008,Tegalombo,Jawa Timur,PRE_HINDU,tegal-
35.01.09.2009,Kemuning,Jawa Timur,UNKNOWN,
35.01.09.2010,Tahunan,Jawa Timur,UNKNOWN,
35.01.09.2011,Tahunan Baru,Jawa Timur,UNKNOWN,
35.01.10.2001,Jetak,Jawa Timur,UNKNOWN,
35.01.10.2002,Nglaran,Jawa Timur,UNKNOWN,
35.01.10.2003,Wonoanti,Jawa Timur,PRE_HINDU,wono-
35.01.10.2004,Padi,Jawa Timur,SANSKRIT,-adi
35.01.10.2005,Kluwih,Jawa Timur,UNKNOWN,
35.01.10.2006,Bungur,Jawa Timur,UNKNOWN,
35.01.10.2007,Tulakan,Jawa Timur,UNKNOWN,
35.01.10.2008,Jatigunung,Jawa Timur,PRE_HINDU,jati-
35.01.10.2009,Gasang,Jawa Timur,UNKNOWN,
35.01.10.2010,Kalikuning,Jawa Timur,PRE_HINDU,kali-
35.01.10.2011,Ngile,Jawa Timur,UNKNOWN,
35.01.10.2012,Bubakan,Jawa Timur,UNKNOWN,
35.01.10.2013,Losari,Jawa Timur,SANSKRIT,-sari
35.01.10.2014,Ngumbul,Jawa Timur,UNKNOWN,
35.01.10.2015,Wonosidi,Jawa Timur,PRE_HINDU,wono-
35.01.10.2016,Ketro,Jawa Timur,UNKNOWN,
35.01.10.2017,Ketro Harjo,Jawa Timur,SANSKRIT,-harjo; [harjo]
35.01.11.2001,Sidomulyo,Jawa Timur,SANSKRIT,-mulyo
35.01.11.2002,Hadiwarno,Jawa Timur,UNKNOWN,
35.01.11.2003,Tanjungpuro,Jawa Timur,PRE_HINDU,[tanjung]
35.01.11.2004,Hadiluwih,Jawa Timur,UNKNOWN,
35.01.11.2005,Pagerejo,Jawa Timur,SANSKRIT,-rejo
35.01.11.2006,Wiyoro,Jawa Timur,UNKNOWN,
35.01.11.2007,Ngadirojo,Jawa Timur,UNKNOWN,
35.01.11.2008,Bogoharjo,Jawa Timur,SANSKRIT,-harjo
35.01.11.2009,Cokrokembang,Jawa Timur,UNKNOWN,
35.01.11.2010,Bodag,Jawa Timur,UNKNOWN,
35.01.11.2011,Tanjunglor,Jawa Timur,PRE_HINDU,[tanjung]
35.01.11.2012,Nogosari,Jawa Timur,SANSKRIT,-sari
35.01.11.2013,Cangkring,Jawa Timur,UNKNOWN,
35.01.11.2014,Wonodadi Wetan,Jawa Timur,PRE_HINDU,wono-; [wetan]; [dir:wetan]
35.01.11.2015,Wonodadi Kulon,Jawa Timur,PRE_HINDU,wono-; [kulon]; [dir:kulon]
35.01.11.2016,Wonokarto,Jawa Timur,MIXED,[karto]; wono-
35.01.11.2017,Wonosobo,Jawa Timur,PRE_HINDU,wono-
35.01.11.2018,Wonoasri,Jawa Timur,MIXED,-asri; wono-
35.01.12.2001,Pagerkidul,Jawa Timur,UNKNOWN,
35.01.12.2002,Pagerlor,Jawa Timur,UNKNOWN,
35.01.12.2003,Sukorejo,Jawa Timur,SANSKRIT,-rejo
35.01.12.2004,Sudimoro,Jawa Timur,UNKNOWN,
35.01.12.2005,Ketanggung,Jawa Timur,UNKNOWN,
35.01.12.2006,Klepu,Jawa Timur,UNKNOWN,
35.01.12.2007,Sembowo,Jawa Timur,UNKNOWN,
35.01.12.2008,Karangmulyo,Jawa Timur,MIXED,-mulyo; [karang]
35.01.12.2009,Gunungrejo,Jawa Timur,MIXED,-rejo; gunung-
35.01.12.2010,Sumberejo,Jawa Timur,MIXED,-rejo; sumber-
35.02.01.2001,Tugurejo,Jawa Timur,SANSKRIT,-rejo
35.02.01.2002,Senepo,Jawa Timur,UNKNOWN,
35.02.01.2003,Slahung,Jawa Timur,UNKNOWN,
35.02.01.2004,Caluk,Jawa Timur,UNKNOWN,
35.02.01.2005,Broto,Jawa Timur,UNKNOWN,
35.02.01.2006,Menggare,Jawa Timur,UNKNOWN,
35.02.01.2007,Kambeng,Jawa Timur,UNKNOWN,
35.02.01.2008,Wates,Jawa Timur,UNKNOWN,
35.02.01.2009,Ngilo-Ilo,Jawa Timur,UNKNOWN,
35.02.01.2010,Duri,Jawa Timur,UNKNOWN,
35.02.01.2011,Ngloning,Jawa Timur,UNKNOWN,
35.02.01.2012,Plancungan,Jawa Timur,UNKNOWN,
35.02.01.2013,Jebeng,Jawa Timur,UNKNOWN,
35.02.01.2014,Galak,Jawa Timur,UNKNOWN,
35.02.01.2015,Truneng,Jawa Timur,UNKNOWN,
35.02.01.2016,Simo,Jawa Timur,UNKNOWN,
35.02.01.2017,Crabak,Jawa Timur,UNKNOWN,
35.02.01.2018,Mojopitu,Jawa Timur,UNKNOWN,
35.02.01.2019,Gundik,Jawa Timur,UNKNOWN,
35.02.01.2020,Nailan,Jawa Timur,UNKNOWN,
35.02.01.2021,Gombang,Jawa Timur,UNKNOWN,
35.02.01.2022,Janti,Jawa Timur,UNKNOWN,
35.02.02.2001,Wonodadi,Jawa Timur,MIXED,-adi; wono-
35.02.02.2002,Sendang,Jawa Timur,PRE_HINDU,sendang-
35.02.02.2003,Baosan Kidul,Jawa Timur,PRE_HINDU,[kidul]; [dir:kidul]
35.02.02.2004,Binade,Jawa Timur,UNKNOWN,
35.02.02.2005,Mrayan,Jawa Timur,UNKNOWN,
35.02.02.2006,Baosan Lor,Jawa Timur,PRE_HINDU,[lor]; [dir:lor]
35.02.02.2007,Temon,Jawa Timur,UNKNOWN,
35.02.02.2008,Selur,Jawa Timur,UNKNOWN,
35.02.02.2009,Ngrayun,Jawa Timur,UNKNOWN,
35.02.02.2010,Cepoko,Jawa Timur,UNKNOWN,
35.02.02.2011,Gedangan,Jawa Timur,UNKNOWN,
35.02.03.2001,Pelem,Jawa Timur,UNKNOWN,
35.02.03.2002,Koripan,Jawa Timur,UNKNOWN,
35.02.03.2003,Bekare,Jawa Timur,UNKNOWN,
35.02.03.2004,Nambak,Jawa Timur,UNKNOWN,
35.02.03.2005,Kalisat,Jawa Timur,PRE_HINDU,kali-
35.02.03.2006,Munggu,Jawa Timur,UNKNOWN,
35.02.03.2007,Pager,Jawa Timur,UNKNOWN,
35.02.03.2008,Belang,Jawa Timur,UNKNOWN,
35.02.03.2009,Bungkal,Jawa Timur,UNKNOWN,
35.02.03.2010,Ketonggo,Jawa Timur,UNKNOWN,
35.02.03.2011,Kunti,Jawa Timur,UNKNOWN,
35.02.03.2012,Bancar,Jawa Timur,UNKNOWN,
35.02.03.2013,Padas,Jawa Timur,UNKNOWN,
35.02.03.2014,Bungu,Jawa Timur,UNKNOWN,
35.02.03.2015,Kupuk,Jawa Timur,UNKNOWN,
35.02.03.2016,Sambilawang,Jawa Timur,UNKNOWN,
35.02.03.2017,Kwajon,Jawa Timur,UNKNOWN,
35.02.03.2018,Bediwetan,Jawa Timur,UNKNOWN,
35.02.03.2019,Bedikulon,Jawa Timur,UNKNOWN,
35.02.04.2001,Gajah,Jawa Timur,UNKNOWN,
35.02.04.2002,Wringinanom,Jawa Timur,PRE_HINDU,wringin-
35.02.04.2003,Ngadisanan,Jawa Timur,UNKNOWN,
35.02.04.2004,Maguwan,Jawa Timur,UNKNOWN,
35.02.04.2005,Nglewan,Jawa Timur,UNKNOWN,
35.02.04.2006,Bedingin,Jawa Timur,UNKNOWN,
35.02.04.2007,Bancangan,Jawa Timur,UNKNOWN,
35.02.04.2008,Campurejo,Jawa Timur,SANSKRIT,-rejo
35.02.04.2009,Campursari,Jawa Timur,SANSKRIT,-sari
35.02.04.2010,Bulu,Jawa Timur,UNKNOWN,
35.02.04.2011,Sambit,Jawa Timur,UNKNOWN,
35.02.04.2012,Besuki,Jawa Timur,UNKNOWN,
35.02.04.2013,Wilangan,Jawa Timur,UNKNOWN,
35.02.04.2014,Bangsalan,Jawa Timur,UNKNOWN,
35.02.04.2015,Kemuning,Jawa Timur,UNKNOWN,
35.02.04.2016,Jrakah,Jawa Timur,UNKNOWN,
35.02.05.2001,Tumpuk,Jawa Timur,UNKNOWN,
35.02.05.2002,Pangkal,Jawa Timur,UNKNOWN,
35.02.05.2003,Tumpak Pelem,Jawa Timur,UNKNOWN,
35.02.05.2004,Tempuran,Jawa Timur,SANSKRIT,[pura]
35.02.05.2005,Sriti,Jawa Timur,SANSKRIT,sri-
35.02.05.2006,Temon,Jawa Timur,UNKNOWN,
35.02.05.2007,Sawoo,Jawa Timur,UNKNOWN,
35.02.05.2008,Prayungan,Jawa Timur,UNKNOWN,
35.02.05.2009,Tugurejo,Jawa Timur,SANSKRIT,-rejo
35.02.05.2010,Grogol,Jawa Timur,UNKNOWN,
35.02.05.2011,Ketro,Jawa Timur,UNKNOWN,
35.02.05.2012,Kori,Jawa Timur,UNKNOWN,
35.02.05.2013,Bondrang,Jawa Timur,UNKNOWN,
35.02.05.2014,Ngindeng,Jawa Timur,UNKNOWN,
35.02.06.2001,Ngadirojo,Jawa Timur,UNKNOWN,
35.02.06.2002,Klepu,Jawa Timur,UNKNOWN,
35.02.06.2003,Suru,Jawa Timur,UNKNOWN,
35.02.06.2004,Sooko,Jawa Timur,UNKNOWN,
35.02.06.2005,Bedoho,Jawa Timur,UNKNOWN,
35.02.06.2006,Jurug,Jawa Timur,UNKNOWN,
35.02.07.2001,Karangpatihan,Jawa Timur,PRE_HINDU,[karang]; ka-...-an (karangpatihan)
35.02.07.2002,Tegalrejo,Jawa Timur,MIXED,-rejo; tegal-
35.02.07.2003,Bedrug,Jawa Timur,UNKNOWN,
35.02.07.2004,Wagir Kidul,Jawa Timur,PRE_HINDU,[kidul]; [dir:kidul]
35.02.07.2005,Singgahan,Jawa Timur,UNKNOWN,
35.02.07.2006,Patik,Jawa Timur,UNKNOWN,
35.02.07.2007,Pulung,Jawa Timur,UNKNOWN,
35.02.07.2008,Pulung Merdiko,Jawa Timur,UNKNOWN,
35.02.07.2009,Sidoharjo,Jawa Timur,SANSKRIT,-harjo
35.02.07.2010,Wotan,Jawa Timur,UNKNOWN,
35.02.07.2011,Plunturan,Jawa Timur,UNKNOWN,
35.02.07.2012,Pomahan,Jawa Timur,UNKNOWN,
35.02.07.2013,Kesugihan,Jawa Timur,UNKNOWN,
35.02.07.2014,Serag,Jawa Timur,UNKNOWN,
35.02.07.2015,Wayang,Jawa Timur,UNKNOWN,
35.02.07.2016,Munggung,Jawa Timur,UNKNOWN,
35.02.07.2017,Bekiring,Jawa Timur,UNKNOWN,
35.02.07.2018,Banaran,Jawa Timur,UNKNOWN,
35.02.08.2001,Tugu,Jawa Timur,UNKNOWN,
35.02.08.2002,Candi,Jawa Timur,SANSKRIT,candi-
35.02.08.2003,Totokan,Jawa Timur,UNKNOWN,
35.02.08.2004,Ngrukem,Jawa Timur,UNKNOWN,
35.02.08.2005,Siwalan,Jawa Timur,UNKNOWN,
35.02.08.2006,Joresan,Jawa Timur,UNKNOWN,
35.02.08.2007,Nglumpang,Jawa Timur,UNKNOWN,
35.02.08.2008,Gontor,Jawa Timur,UNKNOWN,
35.02.08.2009,Gandu,Jawa Timur,UNKNOWN,
35.02.08.2010,Jabung,Jawa Timur,UNKNOWN,
35.02.08.2011,Bajang,Jawa Timur,UNKNOWN,
35.02.08.2012,Mlarak,Jawa Timur,UNKNOWN,
35.02.08.2013,Serangan,Jawa Timur,UNKNOWN,
35.02.08.2014,Suren,Jawa Timur,UNKNOWN,
35.02.08.2015,Kaponan,Jawa Timur,PRE_HINDU,ka-...-an (kaponan)
35.02.09.2001,Ngasinan,Jawa Timur,UNKNOWN,
35.02.09.2002,Kutu Kulon,Jawa Timur,PRE_HINDU,[kulon]; [dir:kulon]
35.02.09.2003,Kutu Wetan,Jawa Timur,PRE_HINDU,[wetan]; [dir:wetan]
35.02.09.2004,Kradenan,Jawa Timur,UNKNOWN,
35.02.09.2005,Mojomati,Jawa Timur,UNKNOWN,
35.02.09.2006,Coper,Jawa Timur,UNKNOWN,
35.02.09.2007,Mojorejo,Jawa Timur,SANSKRIT,-rejo
35.02.09.2008,Karanggebang,Jawa Timur,PRE_HINDU,[karang]
35.02.09.2009,Jetis,Jawa Timur,UNKNOWN,
35.02.09.2010,Tegalsari,Jawa Timur,MIXED,-sari; tegal-
35.02.09.2011,Wonoketro,Jawa Timur,PRE_HINDU,wono-
35.02.09.2012,Josari,Jawa Timur,SANSKRIT,-sari
35.02.09.2013,Turi,Jawa Timur,UNKNOWN,
35.02.09.2014,Winong,Jawa Timur,UNKNOWN,
35.02.10.1017,Ronowijayan,Jawa Timur,SANSKRIT,[jaya]
35.02.10.1018,Mangunsuman,Jawa Timur,UNKNOWN,
35.02.10.2001,Demangan,Jawa Timur,UNKNOWN,
35.02.10.2002,Ngabar,Jawa Timur,UNKNOWN,
35.02.10.2003,Madusari,Jawa Timur,SANSKRIT,-sari
35.02.10.2004,Beton,Jawa Timur,UNKNOWN,
35.02.10.2005,Sekaran,Jawa Timur,UNKNOWN,
35.02.10.2006,Brahu,Jawa Timur,UNKNOWN,
35.02.10.2007,Kepuhrubuh,Jawa Timur,UNKNOWN,
35.02.10.2008,Sawuh,Jawa Timur,UNKNOWN,
35.02.10.2009,Jarak,Jawa Timur,UNKNOWN,
35.02.10.2010,Tranjang,Jawa Timur,UNKNOWN,
35.02.10.2011,Pijeran,Jawa Timur,UNKNOWN,
35.02.10.2012,Manuk,Jawa Timur,UNKNOWN,
35.02.10.2013,Siman,Jawa Timur,ARABIC,-iman
35.02.10.2014,Patihan Kidul,Jawa Timur,PRE_HINDU,[kidul]; [dir:kidul]
35.02.10.2015,Ronosentanan,Jawa Timur,UNKNOWN,
35.02.10.2016,Tajug,Jawa Timur,UNKNOWN,
35.02.11.2001,Pandak,Jawa Timur,UNKNOWN,
35.02.11.2002,Bulu Kidul,Jawa Timur,PRE_HINDU,[kidul]; [dir:kidul]
35.02.11.2003,Bulak,Jawa Timur,UNKNOWN,
35.02.11.2004,Ngendut,Jawa Timur,UNKNOWN,
35.02.11.2005,Karangpatihan,Jawa Timur,PRE_HINDU,[karang]; ka-...-an (karangpatihan)
35.02.11.2006,Sumberejo,Jawa Timur,MIXED,-rejo; sumber-
35.02.11.2007,Ngumpul,Jawa Timur,UNKNOWN,
35.02.11.2008,Ngraket,Jawa Timur,UNKNOWN,
35.02.11.2009,Dadapan,Jawa Timur,UNKNOWN,
35.02.11.2010,Singkil,Jawa Timur,UNKNOWN,
35.02.11.2011,Karangan,Jawa Timur,PRE_HINDU,[karang]; ka-...-an (karangan)
35.02.11.2012,Bajang,Jawa Timur,UNKNOWN,
35.02.11.2013,Balong,Jawa Timur,UNKNOWN,
35.02.11.2014,Jalen,Jawa Timur,UNKNOWN,
35.02.11.2015,Karangmojo,Jawa Timur,PRE_HINDU,[karang]
35.02.11.2016,Sedarat,Jawa Timur,UNKNOWN,
35.02.11.2017,Purworejo,Jawa Timur,SANSKRIT,-rejo
35.02.11.2018,Tatung,Jawa Timur,UNKNOWN,
35.02.11.2019,Muneng,Jawa Timur,UNKNOWN,
35.02.11.2020,Ngampel,Jawa Timur,UNKNOWN,
35.02.12.2001,Tegalombo,Jawa Timur,PRE_HINDU,tegal-
35.02.12.2002,Nongkodono,Jawa Timur,UNKNOWN,
35.02.12.2003,Sukosari,Jawa Timur,SANSKRIT,-sari
35.02.12.2004,Ngrandu,Jawa Timur,UNKNOWN,
35.02.12.2005,Nglarangan,Jawa Timur,UNKNOWN,
35.02.12.2006,Bringin,Jawa Timur,UNKNOWN,
35.02.12.2007,Pengkol,Jawa Timur,UNKNOWN,
35.02.12.2008,Gabel,Jawa Timur,UNKNOWN,
35.02.12.2009,Ciluk,Jawa Timur,PRE_HINDU,ci-; ci- (Sunda)
35.02.12.2010,Semanding,Jawa Timur,UNKNOWN,
35.02.12.2011,Tosanan,Jawa Timur,UNKNOWN,
35.02.12.2012,Maron,Jawa Timur,UNKNOWN,
35.02.12.2013,Somoroto,Jawa Timur,UNKNOWN,
35.02.12.2014,Plosojenar,Jawa Timur,UNKNOWN,
35.02.12.2015,Carat,Jawa Timur,UNKNOWN,
