seed,hard_frac,zdist_mean,frac_zdist_ge2,algorithm,auc_own,auc_common,inflation,n_bg
2,0.1,2.1710999979741823,0.5074074074074074,randomforest,0.7161081598466137,0.7169496011418703,-0.0008414412952566508,1890
2,0.2,2.2317667270843056,0.5619047619047619,maxent,0.7109273082679181,0.6812671670314658,0.02966014123645222,1890
2,0.2,2.2317667270843056,0.5619047619047619,xgboost,0.7537818267918986,0.7382018667441932,0.015579960047705455,1890
2,0.2,2.2317667270843056,0.5619047619047619,randomforest,0.7354008964426834,0.7239304573210569,0.011470439121626486,1890
2,0.3,2.3228217644434888,0.6248677248677249,maxent,0.7290929645008821,0.6806305114210222,0.04846245307985997,1890
2,0.3,2.3228217644434888,0.6248677248677249,xgboost,0.7558901894975645,0.728687790959438,0.02720239853812645,1890
2,0.3,2.3228217644434888,0.6248677248677249,randomforest,0.7357071884859504,0.7130935431272272,0.022613645358723233,1890
2,0.4,2.3947125694397786,0.6841269841269841,maxent,0.7315316168079672,0.6697300425829511,0.06180157422501609,1890
2,0.4,2.3947125694397786,0.6841269841269841,xgboost,0.7629928488057361,0.7073286077782173,0.05566424102751888,1890
2,0.4,2.3947125694397786,0.6841269841269841,randomforest,0.7547570043834994,0.7139675049707056,0.04078949941279375,1890
2,0.5,2.4766230389986763,0.7365079365079366,maxent,0.7395423260239709,0.6712758725529009,0.06826645347106997,1890
2,0.5,2.4766230389986763,0.7365079365079366,xgboost,0.7750970792678743,0.6926785490435792,0.08241853022429513,1890
2,0.5,2.4766230389986763,0.7365079365079366,randomforest,0.7693345197949027,0.7051781834208125,0.06415633637409024,1890
2,0.6,2.534172047643682,0.7867724867724868,maxent,0.7425714968489249,0.6602430888287593,0.08232840802016561,1890
2,0.6,2.534172047643682,0.7867724867724868,xgboost,0.7742075085902871,0.6959802083617792,0.07822730022850788,1890
2,0.6,2.534172047643682,0.7867724867724868,randomforest,0.7670982772892028,0.6927602994769118,0.07433797781229101,1890
2,0.7,2.602545266619497,0.8338624338624339,maxent,0.7660038591847946,0.6543147735131359,0.1116890856716587,1890
2,0.7,2.602545266619497,0.8338624338624339,xgboost,0.788593069903345,0.6781106056575261,0.11048246424581887,1890
