lat,lon,composite_score,nearest_volcano,dist_volcano_km,estimated_burial_m
-7.78,112.94,0.603,Bromo,18.0,0.7
-7.78,112.96,0.603,Bromo,18.0,0.7
-7.78,112.98,0.603,Bromo,18.3,0.6
-8.1,113.3,0.602,Lamongan,14.5,1.4
-8.06,113.24,0.602,Lamongan,14.6,1.3
-7.8,112.86,0.602,Bromo,18.6,0.6
-7.78,112.38,0.602,Kelud,18.5,0.6
-8.08,113.26,0.601,Lamongan,14.7,1.3
-8.04,113.04,0.601,Bromo,14.7,1.3
-8.04,113.46,0.601,Lamongan,14.7,1.3
-7.98,112.78,0.601,Bromo,19.2,0.5
-7.96,112.78,0.601,Bromo,18.8,0.6
-7.78,112.9,0.601,Bromo,18.8,0.6
-7.76,112.3,0.601,Kelud,18.9,0.6
-7.76,112.32,0.601,Kelud,18.9,0.6
-7.76,112.34,0.601,Kelud,19.2,0.5
-7.64,112.8,0.601,Penanggungan,19.1,0.5
-7.62,112.8,0.601,Penanggungan,18.9,0.6
-7.6,112.8,0.601,Penanggungan,18.9,0.6
-8.02,113.06,0.6,Bromo,14.9,1.3
-7.96,112.28,0.6,Kelud,4.5,10.0
-7.96,112.3,0.6,Kelud,3.5,12.4
-7.94,112.28,0.6,Kelud,3.3,12.8
-7.78,112.88,0.6,Bromo,19.6,0.5
-7.76,112.36,0.6,Kelud,19.8,0.5
-7.76,112.4,0.6,Arjuno-Welirang,19.6,0.5
-7.74,112.4,0.6,Arjuno-Welirang,19.3,0.5
-7.72,112.4,0.6,Arjuno-Welirang,19.3,0.5
-7.7,112.4,0.6,Arjuno-Welirang,19.6,0.5
-7.76,112.94,0.599,Bromo,20.3,0.4
-7.76,112.96,0.599,Bromo,20.3,0.4
-8.06,112.26,0.598,Kelud,15.4,1.1
-7.76,112.38,0.598,Kelud,20.5,0.4
-7.76,112.92,0.598,Bromo,20.5,0.4
-7.76,112.98,0.598,Bromo,20.5,0.4
-8.04,112.22,0.597,Kelud,15.6,1.1
-8.02,112.2,0.597,Kelud,15.5,1.1
-7.98,112.76,0.597,Bromo,21.3,0.3
-7.76,112.88,0.597,Bromo,21.7,0.3
-7.76,112.9,0.597,Bromo,21.0,0.4
-7.76,113.0,0.597,Bromo,21.0,0.4
-7.74,112.3,0.597,Kelud,21.1,0.4
-7.74,112.32,0.597,Kelud,21.2,0.4
-7.74,112.34,0.597,Kelud,21.4,0.3
-7.74,112.38,0.597,Arjuno-Welirang,21.5,0.3
-7.72,112.38,0.597,Arjuno-Welirang,21.5,0.3
-7.66,112.82,0.597,Penanggungan,21.6,0.3
-7.64,112.82,0.597,Penanggungan,21.2,0.4
-7.62,112.82,0.597,Penanggungan,21.1,0.4
-7.6,112.82,0.597,Penanggungan,21.1,0.4
-7.74,112.36,0.596,Kelud,21.9,0.3
-7.74,112.94,0.596,Bromo,22.5,0.3
-7.74,112.96,0.596,Bromo,22.5,0.3
-7.7,112.38,0.596,Arjuno-Welirang,21.7,0.3
-7.56,112.44,0.596,Penanggungan,21.7,0.3
-7.54,112.44,0.596,Penanggungan,22.4,0.3
-8.0,112.18,0.595,Kelud,16.1,1.0
-7.74,112.9,0.595,Bromo,23.1,0.2
-7.74,112.92,0.595,Bromo,22.7,0.3
-7.74,112.98,0.595,Bromo,22.7,0.3
-7.72,112.3,0.595,Kelud,23.4,0.2
-7.72,112.32,0.595,Kelud,23.4,0.2
-7.64,112.84,0.595,Penanggungan,23.4,0.2
-7.62,112.84,0.595,Penanggungan,23.3,0.2
-7.6,112.84,0.595,Penanggungan,23.3,0.2
-7.58,112.42,0.595,Penanggungan,23.4,0.2
-8.2,112.92,0.594,Semeru,10.2,3.2
-8.06,112.24,0.594,Kelud,16.3,1.0
-7.74,112.88,0.594,Bromo,23.7,0.2
-7.72,112.28,0.594,Kelud,23.6,0.2
-7.72,112.34,0.594,Kelud,23.6,0.2
-7.72,112.36,0.594,Arjuno-Welirang,23.7,0.2
-7.72,112.94,0.594,Bromo,24.7,0.2
-7.72,112.96,0.594,Bromo,24.7,0.2
-7.7,112.36,0.594,Arjuno-Welirang,23.9,0.2
-7.68,112.84,0.594,Penanggungan,24.4,0.2
-7.66,112.84,0.594,Penanggungan,23.8,0.2
-7.56,112.42,0.594,Penanggungan,23.8,0.2
-7.54,112.42,0.594,Penanggungan,24.5,0.2
-7.72,112.92,0.593,Bromo,24.9,0.2
-7.72,112.98,0.593,Bromo,24.9,0.2
-8.2,112.94,0.592,Semeru,10.4,3.1
-7.58,112.48,0.592,Penanggungan,16.9,0.8
-8.04,112.2,0.591,Kelud,17.1,0.8
-8.02,112.18,0.591,Kelud,17.3,0.8
-8.2,112.9,0.59,Semeru,10.5,3.0
-7.56,112.48,0.59,Penanggungan,17.5,0.7
-8.0,112.16,0.588,Kelud,18.1,0.7
-7.54,112.48,0.587,Penanggungan,18.4,0.6
-8.02,112.16,0.586,Kelud,19.1,0.5
-7.58,112.46,0.586,Penanggungan,19.0,0.6
-7.96,112.32,0.585,Kelud,3.6,12.1
-7.96,112.34,0.585,Kelud,4.9,9.4
-7.94,112.3,0.585,Kelud,1.4,18.6
-7.94,112.32,0.585,Kelud,1.7,17.5
-7.94,112.34,0.585,Kelud,3.7,11.8
-7.92,112.28,0.585,Kelud,3.3,12.8
-7.92,112.3,0.585,Kelud,1.4,18.6
-7.92,112.32,0.585,Kelud,1.7,17.5
-7.9,112.28,0.585,Kelud,4.5,10.0
-7.9,112.3,0.585,Kelud,3.5,12.4
-7.76,112.56,0.585,Arjuno-Welirang,3.8,11.5
-7.76,112.58,0.585,Arjuno-Welirang,3.5,12.3
-7.56,112.46,0.585,Penanggungan,19.6,0.5
-7.52,112.48,0.585,Penanggungan,19.5,0.5
-8.2,112.96,0.584,Semeru,11.1,2.7
-8.0,112.14,0.584,Kelud,20.1,0.4
-7.48,112.62,0.584,Penanggungan,15.0,1.2
-7.48,112.64,0.584,Penanggungan,15.1,1.2
-8.04,112.8,0.583,Semeru,15.4,1.1
-7.54,112.46,0.583,Penanggungan,20.4,0.4
-7.48,112.6,0.583,Penanggungan,15.3,1.1
-8.2,112.88,0.582,Semeru,11.2,2.6
-8.18,112.8,0.582,Semeru,15.6,1.1
-8.1,112.78,0.582,Semeru,15.7,1.1
-8.02,112.14,0.582,Kelud,21.0,0.4
-7.58,112.44,0.582,Penanggungan,21.2,0.4
-7.56,112.76,0.582,Penanggungan,15.7,1.1
-7.52,112.46,0.582,Penanggungan,21.4,0.3
-8.12,112.78,0.581,Semeru,15.7,1.1
-8.04,112.4,0.581,Kelud,15.9,1.0
-8.02,112.42,0.581,Kelud,15.9,1.0
-8.0,112.12,0.581,Kelud,22.1,0.3
-8.0,112.82,0.581,Bromo,15.7,1.1
-8.14,112.78,0.58,Semeru,16.0,1.0
-8.08,112.78,0.58,Semeru,15.9,1.0
-7.94,112.2,0.58,Kelud,11.9,2.3
-7.92,112.2,0.58,Kelud,11.9,2.3
-7.52,112.44,0.58,Penanggungan,23.4,0.2
-7.52,112.74,0.58,Penanggungan,16.2,1.0
-7.5,112.46,0.58,Penanggungan,22.6,0.3
-7.5,112.54,0.58,Penanggungan,16.1,1.0
-7.48,112.58,0.58,Penanggungan,16.0,1.0
-8.0,112.52,0.579,Kelud,24.6,0.2
-7.5,112.44,0.579,Penanggungan,24.4,0.2
-7.5,112.72,0.579,Penanggungan,16.3,1.0
-8.16,112.78,0.578,Semeru,16.7,0.9
-8.06,112.38,0.578,Kelud,16.5,0.9
-8.06,112.78,0.578,Semeru,16.5,0.9
-8.02,112.8,0.578,Semeru,16.6,0.9
-8.0,112.44,0.578,Kelud,16.5,0.9
-7.98,112.08,0.578,Kelud,25.7,0.1
-7.98,112.72,0.578,Bromo,25.7,0.1
-7.96,112.08,0.578,Kelud,25.3,0.2
-7.96,112.72,0.578,Bromo,25.4,0.2
-7.94,112.08,0.578,Kelud,25.1,0.2
-7.92,112.08,0.578,Kelud,25.1,0.2
-7.9,112.08,0.578,Kelud,25.3,0.2
-7.88,112.08,0.578,Kelud,25.7,0.1
-7.86,112.08,0.578,Kelud,26.3,0.1
-7.74,112.82,0.578,Penanggungan,25.2,0.2
-7.74,112.84,0.578,Bromo,25.5,0.2
-7.72,112.84,0.578,Penanggungan,26.0,0.1
-7.7,112.26,0.578,Kelud,26.1,0.1
-7.7,112.84,0.578,Penanggungan,25.1,0.2
-7.64,112.36,0.578,Arjuno-Welirang,25.7,0.1
-7.54,112.76,0.578,Penanggungan,16.7,0.9
-7.98,112.06,0.577,Kelud,27.9,0.1
-7.98,112.7,0.577,Bromo,27.9,0.1
-7.96,112.06,0.577,Kelud,27.5,0.1
-7.94,112.06,0.577,Kelud,27.3,0.1
-7.92,112.06,0.577,Kelud,27.3,0.1
-7.9,112.06,0.577,Kelud,27.5,0.1
-7.88,112.06,0.577,Kelud,27.9,0.1
-7.86,112.06,0.577,Kelud,28.4,0.1
-7.7,112.2,0.577,Kelud,28.2,0.1
-7.7,112.22,0.577,Kelud,27.4,0.1
-7.7,112.24,0.577,Kelud,26.6,0.1
-7.68,112.24,0.577,Kelud,28.8,0.1
-7.66,112.34,0.577,Arjuno-Welirang,27.0,0.1
-7.64,112.34,0.577,Arjuno-Welirang,27.7,0.1
-7.48,112.56,0.577,Penanggungan,16.8,0.9
-7.98,112.68,0.576,Bromo,30.0,0.1
-7.88,112.04,0.576,Kelud,30.0,0.1
-7.86,112.02,0.576,Kelud,32.7,0.0
-7.86,112.04,0.576,Kelud,30.5,0.1
-7.84,112.02,0.576,Kelud,33.3,0.0
-7.84,112.04,0.576,Kelud,31.2,0.0
-7.84,112.56,0.576,Arjuno-Welirang,12.5,2.1
-7.82,112.02,0.576,Kelud,34.0,0.0
-7.82,112.04,0.576,Kelud,32.0,0.0
-7.68,112.14,0.576,Kelud,33.4,0.0
-7.68,112.16,0.576,Kelud,32.2,0.0
-7.68,112.18,0.576,Kelud,31.2,0.0
-7.68,112.2,0.576,Kelud,30.2,0.1
-7.68,112.22,0.576,Kelud,29.4,0.1
-7.66,112.16,0.576,Kelud,34.2,0.0
-7.66,112.18,0.576,Kelud,33.2,0.0
-7.66,112.2,0.576,Kelud,32.3,0.0
-7.66,112.32,0.576,Arjuno-Welirang,29.1,0.1
-7.64,112.28,0.576,Kelud,32.4,0.0
-7.64,112.3,0.576,Arjuno-Welirang,31.9,0.0
-7.64,112.32,0.576,Arjuno-Welirang,29.8,0.1
-7.62,112.3,0.576,Arjuno-Welirang,32.6,0.0
-7.62,112.32,0.576,Arjuno-Welirang,30.6,0.1
-7.6,112.3,0.576,Arjuno-Welirang,33.5,0.0
-7.58,112.78,0.576,Penanggungan,17.1,0.8
-7.46,112.62,0.576,Penanggungan,17.3,0.8
-7.46,112.64,0.576,Penanggungan,17.3,0.8
-8.18,112.78,0.575,Semeru,17.6,0.7
-8.08,112.36,0.575,Kelud,17.6,0.7
-8.06,112.4,0.575,Kelud,17.7,0.7
-8.04,112.42,0.575,Kelud,17.4,0.8
-8.04,112.78,0.575,Semeru,17.4,0.8
-8.02,112.44,0.575,Kelud,17.6,0.7
-7.82,112.0,0.575,Kelud,36.1,0.0
-7.8,112.0,0.575,Kelud,36.9,0.0
-7.8,112.02,0.575,Kelud,34.9,0.0
-7.78,112.0,0.575,Kelud,37.8,0.0
-7.78,112.02,0.575,Kelud,35.8,0.0
-7.76,112.0,0.575,Kelud,38.8,0.0
-7.76,112.02,0.575,Kelud,36.9,0.0
-7.74,112.0,0.575,Kelud,40.0,0.0
-7.74,112.02,0.575,Kelud,38.1,0.0
-7.72,112.02,0.575,Kelud,39.4,0.0
-7.72,112.04,0.575,Kelud,37.6,0.0
-7.7,112.04,0.575,Kelud,39.1,0.0
-7.7,112.06,0.575,Kelud,37.4,0.0
-7.68,112.06,0.575,Kelud,39.0,0.0
-7.68,112.08,0.575,Kelud,37.5,0.0
-7.68,112.1,0.575,Kelud,36.0,0.0
-7.68,112.12,0.575,Kelud,34.7,0.0
-7.66,112.08,0.575,Kelud,39.1,0.0
-7.66,112.1,0.575,Kelud,37.8,0.0
-7.66,112.12,0.575,Kelud,36.5,0.0
-7.66,112.14,0.575,Kelud,35.3,0.0
-7.64,112.1,0.575,Kelud,39.6,0.0
-7.64,112.12,0.575,Kelud,38.3,0.0
-7.64,112.14,0.575,Kelud,37.2,0.0
-7.62,112.28,0.575,Kelud,34.6,0.0
-7.6,112.26,0.575,Kelud,37.1,0.0
-7.6,112.28,0.575,Arjuno-Welirang,35.5,0.0
-7.46,112.6,0.575,Penanggungan,17.5,0.7
-8.2,112.98,0.574,Semeru,12.1,2.2
-8.12,112.76,0.574,Semeru,17.9,0.7
-8.1,112.76,0.574,Semeru,17.9,0.7
-8.0,112.8,0.574,Bromo,17.7,0.7
-7.56,112.78,0.574,Penanggungan,17.7,0.7
-7.52,112.76,0.574,Penanggungan,17.9,0.7
-7.5,112.74,0.574,Penanggungan,17.7,0.7
-7.48,112.54,0.574,Penanggungan,17.9,0.7
-8.14,112.76,0.573,Semeru,18.2,0.7
-8.08,112.76,0.573,Semeru,18.1,0.7
-7.46,112.58,0.573,Penanggungan,18.1,0.7
-8.2,112.86,0.572,Semeru,12.3,2.1
-8.16,112.76,0.572,Semeru,18.7,0.6
-8.08,112.38,0.572,Kelud,18.5,0.6
-8.06,112.76,0.572,Semeru,18.6,0.6
-8.02,112.78,0.572,Semeru,18.4,0.6
-7.84,112.54,0.572,Arjuno-Welirang,12.9,1.9
-7.54,112.78,0.572,Penanggungan,18.6,0.6
-8.22,112.92,0.571,Semeru,12.5,2.0
-8.1,112.32,0.571,Kelud,18.9,0.6
-8.1,112.34,0.571,Kelud,19.2,0.5
-8.06,112.42,0.571,Kelud,19.0,0.6
-8.04,112.44,0.571,Kelud,19.0,0.6
-7.58,112.8,0.571,Penanggungan,19.2,0.5
-7.48,112.52,0.571,Penanggungan,19.2,0.5
-7.46,112.56,0.571,Penanggungan,18.8,0.6
-8.22,112.94,0.57,Semeru,12.6,2.0
-8.18,112.76,0.57,Semeru,19.5,0.5
-8.1,112.36,0.57,Kelud,19.8,0.5
-8.08,112.4,0.57,Kelud,19.5,0.5
-8.04,112.76,0.57,Semeru,19.4,0.5
-8.0,112.78,0.57,Semeru,19.7,0.5
-7.96,112.92,0.57,Bromo,3.9,11.4
-7.94,112.92,0.57,Bromo,3.3,12.8
-7.92,112.92,0.57,Bromo,4.1,10.9
-7.92,112.94,0.57,Bromo,2.7,14.5
-7.9,112.94,0.57,Bromo,4.8,9.5
-7.9,112.96,0.57,Bromo,4.8,9.5
-7.7,112.56,0.57,Arjuno-Welirang,3.6,12.0
-7.7,112.58,0.57,Arjuno-Welirang,3.3,12.9
-7.7,112.6,0.57,Arjuno-Welirang,4.2,10.6
-7.64,112.6,0.57,Penanggungan,4.2,10.6
-7.64,112.62,0.57,Penanggungan,3.0,13.7
-7.64,112.64,0.57,Penanggungan,3.0,13.5
-7.64,112.66,0.57,Penanggungan,4.4,10.3
-7.62,112.6,0.57,Penanggungan,3.2,12.9
-7.62,112.62,0.57,Penanggungan,1.1,19.7
-7.62,112.64,0.57,Penanggungan,1.3,19.0
-7.62,112.66,0.57,Penanggungan,3.5,12.4
-7.6,112.6,0.57,Penanggungan,3.6,12.0
-7.6,112.62,0.57,Penanggungan,1.9,16.8
-7.6,112.64,0.57,Penanggungan,2.1,16.4
-7.6,112.66,0.57,Penanggungan,3.8,11.6
-7.52,112.78,0.57,Penanggungan,19.7,0.5
-7.5,112.76,0.57,Penanggungan,19.3,0.5
-7.44,112.6,0.57,Penanggungan,19.7,0.5
-7.44,112.62,0.57,Penanggungan,19.5,0.5
-7.44,112.64,0.57,Penanggungan,19.5,0.5
-8.22,112.9,0.569,Semeru,12.7,2.0
-8.12,112.74,0.569,Semeru,20.1,0.4
-8.1,112.74,0.569,Semeru,20.1,0.4
-8.08,112.74,0.569,Semeru,20.3,0.4
-7.56,112.8,0.569,Penanggungan,19.8,0.5
-7.46,112.54,0.569,Penanggungan,19.8,0.5
-7.44,112.58,0.569,Penanggungan,20.2,0.4
-8.16,112.74,0.568,Semeru,20.9,0.4
-8.14,112.74,0.568,Semeru,20.3,0.4
-8.1,112.38,0.568,Kelud,20.5,0.4
-8.08,112.42,0.568,Kelud,20.7,0.4
-8.06,112.44,0.568,Kelud,20.5,0.4
-8.06,112.74,0.568,Semeru,20.7,0.4
-8.02,112.76,0.568,Semeru,20.3,0.4
-7.54,112.8,0.568,Penanggungan,20.6,0.4
-7.44,112.56,0.568,Penanggungan,20.9,0.4
-8.18,112.74,0.567,Semeru,21.6,0.3
-8.12,112.28,0.567,Kelud,21.4,0.3
-8.12,112.3,0.567,Kelud,21.1,0.4
-8.12,112.32,0.567,Kelud,21.2,0.4
-8.12,112.34,0.567,Kelud,21.4,0.3
-8.1,112.4,0.567,Kelud,21.4,0.3
-8.04,112.74,0.567,Semeru,21.4,0.3
-8.0,112.76,0.567,Semeru,21.5,0.3
-7.58,112.82,0.567,Penanggungan,21.4,0.3
-7.52,112.8,0.567,Penanggungan,21.6,0.3
-7.5,112.78,0.567,Penanggungan,21.0,0.4
-7.46,112.52,0.567,Penanggungan,21.0,0.4
-8.22,112.96,0.566,Semeru,13.1,1.8
-8.12,112.24,0.566,Kelud,22.4,0.3
-8.12,112.26,0.566,Kelud,21.8,0.3
-8.12,112.36,0.566,Kelud,21.9,0.3
-8.12,112.72,0.566,Semeru,22.3,0.3
-8.1,112.2,0.566,Kelud,22.3,0.3
-8.1,112.72,0.566,Semeru,22.3,0.3
-8.08,112.44,0.566,Kelud,22.1,0.3
-8.08,112.72,0.566,Semeru,22.5,0.3
-8.06,112.46,0.566,Kelud,22.1,0.3
-8.02,112.74,0.566,Semeru,22.3,0.3
-7.56,112.82,0.566,Penanggungan,21.9,0.3
-7.46,112.5,0.566,Penanggungan,22.3,0.3
-7.44,112.54,0.566,Penanggungan,21.8,0.3
-7.42,112.58,0.566,Penanggungan,22.3,0.3
-7.42,112.6,0.566,Penanggungan,21.9,0.3
-7.42,112.62,0.566,Penanggungan,21.7,0.3
-8.22,112.88,0.565,Semeru,13.3,1.7
-8.16,112.72,0.565,Semeru,23.0,0.3
-8.14,112.3,0.565,Kelud,23.4,0.2
-8.14,112.32,0.565,Kelud,23.4,0.2
-8.14,112.72,0.565,Semeru,22.5,0.3
-8.12,112.22,0.565,Kelud,23.2,0.2
-8.12,112.38,0.565,Kelud,22.6,0.3
-8.12,112.4,0.565,Kelud,23.4,0.2
-8.1,112.42,0.565,Kelud,22.6,0.3
-8.0,112.74,0.565,Semeru,23.4,0.2
-7.54,112.82,0.565,Penanggungan,22.6,0.3
-7.44,112.52,0.565,Penanggungan,22.9,0.3
-7.42,112.56,0.565,Penanggungan,23.0,0.2
-8.2,113.0,0.564,Semeru,13.4,1.7
-8.18,112.72,0.564,Semeru,23.6,0.2
-8.14,112.24,0.564,Kelud,24.5,0.2
-8.14,112.26,0.564,Kelud,23.9,0.2
-8.14,112.28,0.564,Kelud,23.6,0.2
-8.14,112.34,0.564,Kelud,23.6,0.2
-8.14,112.36,0.564,Kelud,24.0,0.2
-8.14,112.38,0.564,Kelud,24.7,0.2
-8.14,112.7,0.564,Semeru,24.7,0.2
-8.12,112.2,0.564,Kelud,24.2,0.2
-8.12,112.42,0.564,Kelud,24.5,0.2
-8.12,112.7,0.564,Semeru,24.5,0.2
-8.1,112.18,0.564,Kelud,23.6,0.2
-8.1,112.44,0.564,Kelud,23.8,0.2
-8.1,112.7,0.564,Semeru,24.5,0.2
-8.08,112.46,0.564,Kelud,23.6,0.2
-7.94,112.18,0.564,Kelud,14.1,1.5
-7.58,112.84,0.564,Penanggungan,23.6,0.2
-7.56,112.84,0.564,Penanggungan,24.0,0.2
-7.54,112.84,0.564,Penanggungan,24.7,0.2
-7.52,112.82,0.564,Penanggungan,23.6,0.2
-7.44,112.5,0.564,Penanggungan,24.1,0.2
-7.42,112.54,0.564,Penanggungan,23.8,0.2
-7.4,112.58,0.564,Penanggungan,24.5,0.2
-7.4,112.6,0.564,Penanggungan,24.1,0.2
-7.4,112.62,0.564,Penanggungan,23.9,0.2
-8.1,112.16,0.563,Kelud,25.0,0.2
-8.08,112.14,0.563,Kelud,24.9,0.2
-7.42,112.52,0.563,Penanggungan,24.8,0.2
-8.2,112.84,0.562,Semeru,13.6,1.6
-7.96,112.18,0.562,Kelud,14.5,1.4
-8.22,112.98,0.56,Semeru,14.0,1.5
-8.22,112.86,0.559,Semeru,14.2,1.4
-8.24,112.92,0.556,Semeru,14.7,1.3
-8.24,112.94,0.556,Semeru,14.8,1.3
-8.24,112.9,0.555,Semeru,14.9,1.3
-8.2,113.02,0.555,Semeru,14.9,1.3
-8.08,112.48,0.548,Kelud,25.2,0.2
-8.06,112.12,0.548,Kelud,25.2,0.2
-8.06,112.5,0.548,Kelud,25.6,0.1
-8.06,112.7,0.548,Semeru,25.0,0.2
-8.04,112.1,0.548,Kelud,26.0,0.1
-8.04,112.7,0.548,Semeru,25.6,0.1
-8.02,112.7,0.548,Semeru,26.3,0.1
-8.0,112.08,0.548,Kelud,26.3,0.1
-8.0,112.72,0.548,Semeru,25.3,0.2
-7.46,112.46,0.548,Penanggungan,25.4,0.2
-8.12,112.66,0.547,Semeru,28.9,0.1
-8.1,112.5,0.547,Kelud,28.4,0.1
-8.1,112.66,0.547,Semeru,28.9,0.1
-8.1,112.68,0.547,Semeru,26.7,0.1
-8.08,112.5,0.547,Kelud,26.9,0.1
-8.08,112.52,0.547,Kelud,28.7,0.1
-8.08,112.68,0.547,Semeru,26.8,0.1
-8.06,112.68,0.547,Semeru,27.2,0.1
-8.04,112.08,0.547,Kelud,27.9,0.1
-8.02,112.08,0.547,Kelud,27.0,0.1
-8.0,112.06,0.547,Kelud,28.4,0.1
-8.0,112.7,0.547,Semeru,27.2,0.1
-7.46,112.42,0.547,Penanggungan,28.8,0.1
-7.46,112.44,0.547,Penanggungan,27.0,0.1
-7.44,112.44,0.547,Penanggungan,28.5,0.1
-7.44,112.46,0.547,Penanggungan,26.9,0.1
-8.14,112.62,0.546,Semeru,33.4,0.0
-8.14,112.64,0.546,Semeru,31.2,0.0
-8.12,112.52,0.546,Kelud,31.5,0.0
-8.12,112.54,0.546,Kelud,33.1,0.0
-8.12,112.62,0.546,Semeru,33.3,0.0
-8.12,112.64,0.546,Semeru,31.1,0.0
-8.1,112.52,0.546,Kelud,30.0,0.1
-8.1,112.54,0.546,Kelud,31.8,0.0
-8.1,112.56,0.546,Kelud,33.6,0.0
-8.1,112.64,0.546,Semeru,31.1,0.0
-8.08,112.66,0.546,Semeru,29.0,0.1
-7.46,112.36,0.546,Penanggungan,34.3,0.0
-7.44,112.38,0.546,Penanggungan,33.6,0.0
-7.44,112.4,0.546,Penanggungan,31.9,0.0
-7.44,112.42,0.546,Penanggungan,30.2,0.1
-7.42,112.4,0.546,Penanggungan,33.3,0.0
-7.42,112.42,0.546,Penanggungan,31.6,0.0
-8.14,112.54,0.545,Kelud,34.6,0.0
-8.14,112.56,0.545,Kelud,36.3,0.0
-8.14,112.58,0.545,Semeru,37.8,0.0
-8.14,112.6,0.545,Semeru,35.6,0.0
-8.12,112.56,0.545,Kelud,34.9,0.0
-8.12,112.58,0.545,Kelud,36.7,0.0
-8.12,112.6,0.545,Semeru,35.5,0.0
-7.58,112.26,0.545,Arjuno-Welirang,38.5,0.0
-7.58,112.28,0.545,Arjuno-Welirang,36.5,0.0
-7.56,112.26,0.545,Arjuno-Welirang,39.5,0.0
-7.56,112.28,0.545,Arjuno-Welirang,37.6,0.0
-7.54,112.28,0.545,Arjuno-Welirang,38.7,0.0
-7.52,112.28,0.545,Penanggungan,39.9,0.0
-7.5,112.3,0.545,Penanggungan,38.5,0.0
-7.48,112.3,0.545,Penanggungan,39.3,0.0
-7.48,112.32,0.545,Penanggungan,37.2,0.0
-7.46,112.32,0.545,Penanggungan,38.2,0.0
-7.46,112.34,0.545,Penanggungan,36.2,0.0
-7.44,112.32,0.545,Penanggungan,39.2,0.0
-7.44,112.34,0.545,Penanggungan,37.3,0.0
-7.44,112.36,0.545,Penanggungan,35.5,0.0
-7.42,112.36,0.545,Penanggungan,36.7,0.0
-7.42,112.38,0.545,Penanggungan,35.0,0.0
-7.58,112.62,0.54,Penanggungan,4.0,11.1
-7.58,112.64,0.54,Penanggungan,4.1,11.0
-7.98,113.48,0.539,Lamongan,15.1,1.2
-7.96,113.48,0.539,Lamongan,15.2,1.2
-7.9,113.08,0.539,Bromo,15.1,1.2
-7.88,113.44,0.539,Lamongan,15.2,1.2
-7.86,113.06,0.539,Bromo,15.2,1.2
-7.84,113.04,0.539,Bromo,15.1,1.2
-7.84,113.34,0.539,Lamongan,15.2,1.2
-7.84,113.32,0.538,Lamongan,15.4,1.1
-7.84,113.36,0.538,Lamongan,15.3,1.1
-7.94,113.48,0.537,Lamongan,15.6,1.1
-7.9,113.46,0.537,Lamongan,15.5,1.1
-7.88,113.24,0.537,Lamongan,15.7,1.1
-7.86,113.42,0.537,Lamongan,15.5,1.1
-7.82,113.02,0.537,Bromo,15.6,1.1
-7.98,113.2,0.536,Lamongan,15.8,1.1
-7.96,113.2,0.536,Lamongan,15.9,1.0
-7.88,113.08,0.536,Bromo,15.9,1.0
-7.86,113.26,0.536,Lamongan,15.9,1.0
-7.84,113.38,0.536,Lamongan,15.8,1.1
-7.9,113.22,0.535,Lamongan,16.0,1.0
-7.84,113.3,0.535,Lamongan,16.0,1.0
-7.94,113.2,0.534,Lamongan,16.3,1.0
-7.92,113.48,0.534,Lamongan,16.4,0.9
-7.96,112.56,0.533,Arjuno-Welirang,25.7,0.1
-7.96,112.58,0.533,Arjuno-Welirang,25.7,0.1
-7.96,112.62,0.533,Arjuno-Welirang,26.2,0.1
-7.96,113.1,0.533,Bromo,16.6,0.9
-7.94,113.1,0.533,Bromo,16.5,0.9
-7.92,113.1,0.533,Bromo,16.7,0.9
-7.84,113.06,0.533,Bromo,16.6,0.9
-7.84,113.4,0.533,Lamongan,16.5,0.9
-7.8,112.12,0.533,Kelud,25.3,0.2
-7.98,112.58,0.532,Arjuno-Welirang,27.9,0.1
-7.98,112.6,0.532,Arjuno-Welirang,28.0,0.1
-7.98,112.62,0.532,Arjuno-Welirang,28.3,0.1
-7.92,113.2,0.532,Lamongan,17.0,0.8
-7.88,113.46,0.532,Lamongan,16.8,0.9
-7.86,113.08,0.532,Bromo,17.0,0.8
-7.86,113.44,0.532,Lamongan,16.8,0.9
-7.84,113.28,0.532,Lamongan,16.7,0.9
-7.82,113.04,0.532,Bromo,16.8,0.9
-7.8,112.1,0.532,Kelud,27.1,0.1
-7.8,113.0,0.532,Bromo,16.7,0.9
-7.78,112.1,0.532,Kelud,28.3,0.1
-7.76,112.14,0.532,Kelud,26.5,0.1
-7.74,112.14,0.532,Kelud,28.1,0.1
-7.74,112.16,0.532,Kelud,26.7,0.1
-7.98,113.1,0.531,Bromo,17.1,0.8
-7.9,113.1,0.531,Bromo,17.2,0.8
-7.88,113.22,0.531,Lamongan,17.3,0.8
-7.86,113.24,0.531,Lamongan,17.3,0.8
-7.78,112.08,0.531,Kelud,30.1,0.1
-7.76,112.08,0.531,Kelud,31.4,0.0
-7.76,112.1,0.531,Kelud,29.7,0.1
-7.74,112.1,0.531,Kelud,31.2,0.0
-7.74,112.12,0.531,Kelud,29.6,0.1
-7.9,113.48,0.53,Lamongan,17.3,0.8
-7.84,113.42,0.53,Lamongan,17.4,0.8
-7.82,113.32,0.53,Lamongan,17.6,0.7
-7.82,113.34,0.53,Lamongan,17.5,0.8
-7.82,113.36,0.53,Lamongan,17.6,0.7
-7.8,113.02,0.53,Bromo,17.6,0.7
-7.98,113.18,0.529,Lamongan,18.0,0.7
