lat,lon,composite_score,nearest_volcano,dist_volcano_km,estimated_burial_m
-8.3,113.3,0.35,Lamongan,36.2,0.0
-8.3,113.32,0.35,Lamongan,36.0,0.0
-8.3,113.34,0.35,Lamongan,35.9,0.0
-8.3,113.36,0.35,Lamongan,36.0,0.0
-8.3,113.38,0.35,Lamongan,36.1,0.0
-8.3,113.4,0.35,Lamongan,36.5,0.0
-8.3,113.42,0.35,Lamongan,36.9,0.0
-8.3,113.44,0.35,Lamongan,37.5,0.0
-8.3,113.46,0.35,Lamongan,38.2,0.0
-8.3,113.48,0.35,Lamongan,39.0,0.0
-8.28,112.24,0.35,Kelud,39.6,0.0
-8.28,112.26,0.35,Kelud,39.3,0.0
-8.28,112.28,0.35,Kelud,39.0,0.0
-8.28,112.3,0.35,Kelud,38.9,0.0
-8.28,112.32,0.35,Kelud,38.9,0.0
-8.28,112.34,0.35,Kelud,39.1,0.0
-8.28,112.36,0.35,Kelud,39.3,0.0
-8.28,112.38,0.35,Kelud,39.7,0.0
-8.28,112.66,0.35,Semeru,34.6,0.0
-8.28,113.2,0.35,Semeru,36.1,0.0
-8.28,113.22,0.35,Lamongan,36.3,0.0
-8.28,113.24,0.35,Lamongan,35.5,0.0
-8.28,113.26,0.35,Lamongan,34.9,0.0
-8.28,113.42,0.35,Lamongan,34.7,0.0
-8.28,113.44,0.35,Lamongan,35.3,0.0
-8.28,113.46,0.35,Lamongan,36.1,0.0
-8.28,113.48,0.35,Lamongan,36.9,0.0
-8.26,112.18,0.35,Kelud,39.3,0.0
-8.26,112.2,0.35,Kelud,38.6,0.0
-8.26,112.22,0.35,Kelud,38.0,0.0
-8.26,112.24,0.35,Kelud,37.5,0.0
-8.26,112.26,0.35,Kelud,37.1,0.0
-8.26,112.28,0.35,Kelud,36.8,0.0
-8.26,112.3,0.35,Kelud,36.7,0.0
-8.26,112.32,0.35,Kelud,36.7,0.0
-8.26,112.34,0.35,Kelud,36.9,0.0
-8.26,112.36,0.35,Kelud,37.1,0.0
-8.26,112.38,0.35,Kelud,37.5,0.0
-8.26,112.4,0.35,Kelud,38.1,0.0
-8.26,112.42,0.35,Kelud,38.7,0.0
-8.26,112.44,0.35,Kelud,39.5,0.0
-8.26,113.2,0.35,Semeru,35.0,0.0
-8.26,113.48,0.35,Lamongan,34.9,0.0
-8.24,112.14,0.35,Kelud,39.1,0.0
-8.24,112.16,0.35,Kelud,38.1,0.0
-8.24,112.18,0.35,Kelud,37.2,0.0
-8.24,112.34,0.35,Kelud,34.6,0.0
-8.24,112.36,0.35,Kelud,34.9,0.0
-8.24,112.38,0.35,Kelud,35.4,0.0
-8.24,112.4,0.35,Kelud,35.9,0.0
-8.24,112.42,0.35,Kelud,36.6,0.0
-8.24,112.44,0.35,Kelud,37.4,0.0
-8.22,112.1,0.35,Kelud,39.6,0.0
-8.22,112.12,0.35,Kelud,38.3,0.0
-8.22,112.14,0.35,Kelud,37.2,0.0
-8.28,112.54,0.335,Semeru,46.2,0.0
-8.28,112.56,0.335,Semeru,44.2,0.0
-8.28,112.58,0.335,Semeru,42.2,0.0
-8.28,112.6,0.335,Semeru,40.3,0.0
-8.26,112.48,0.335,Kelud,41.3,0.0
-8.26,112.5,0.335,Kelud,42.3,0.0
-8.26,112.52,0.335,Kelud,43.5,0.0
-8.26,112.54,0.335,Kelud,44.7,0.0
-8.26,112.56,0.335,Semeru,43.3,0.0
-8.26,112.58,0.335,Semeru,41.3,0.0
-8.24,112.5,0.335,Kelud,40.4,0.0
-8.24,112.52,0.335,Kelud,41.6,0.0
-8.24,112.54,0.335,Kelud,42.9,0.0
-8.24,112.56,0.335,Semeru,42.5,0.0
-8.24,112.58,0.335,Semeru,40.4,0.0
-8.22,112.54,0.335,Kelud,41.1,0.0
-8.22,112.56,0.335,Semeru,41.7,0.0
-8.2,112.56,0.335,Kelud,40.9,0.0
-7.98,111.5,0.335,Kelud,89.2,0.0
-7.98,111.52,0.335,Kelud,87.0,0.0
-7.98,111.54,0.335,Kelud,84.8,0.0
-7.98,111.56,0.335,Kelud,82.6,0.0
-7.98,111.58,0.335,Kelud,80.4,0.0
-7.98,111.6,0.335,Kelud,78.2,0.0
-7.98,111.62,0.335,Kelud,76.0,0.0
-7.98,111.64,0.335,Kelud,73.8,0.0
-7.98,111.66,0.335,Kelud,71.6,0.0
-7.98,111.68,0.335,Kelud,69.4,0.0
-7.98,111.7,0.335,Kelud,67.2,0.0
-7.98,111.72,0.335,Kelud,65.0,0.0
-7.98,111.74,0.335,Kelud,62.8,0.0
-7.98,111.76,0.335,Kelud,60.6,0.0
-7.98,111.78,0.335,Kelud,58.4,0.0
-7.98,111.8,0.335,Kelud,56.2,0.0
-7.98,111.82,0.335,Kelud,54.0,0.0
-7.98,111.84,0.335,Kelud,51.8,0.0
-7.98,111.86,0.335,Kelud,49.6,0.0
-7.98,111.88,0.335,Kelud,47.5,0.0
-7.98,111.9,0.335,Kelud,45.3,0.0
-7.96,111.5,0.335,Kelud,89.0,0.0
-7.96,111.52,0.335,Kelud,86.8,0.0
-7.96,111.54,0.335,Kelud,84.6,0.0
-7.96,111.56,0.335,Kelud,82.4,0.0
-7.96,111.58,0.335,Kelud,80.2,0.0
-7.96,111.6,0.335,Kelud,78.0,0.0
-7.96,111.62,0.335,Kelud,75.8,0.0
-7.96,111.64,0.335,Kelud,73.6,0.0
-7.96,111.66,0.335,Kelud,71.4,0.0
-7.96,111.68,0.335,Kelud,69.2,0.0
-7.96,111.7,0.335,Kelud,67.0,0.0
-7.96,111.72,0.335,Kelud,64.8,0.0
-7.96,111.74,0.335,Kelud,62.6,0.0
-7.96,111.76,0.335,Kelud,60.4,0.0
-7.96,111.78,0.335,Kelud,58.2,0.0
-7.96,111.8,0.335,Kelud,56.0,0.0
-7.96,111.82,0.335,Kelud,53.8,0.0
-7.96,111.84,0.335,Kelud,51.6,0.0
-7.96,111.86,0.335,Kelud,49.4,0.0
-7.96,111.88,0.335,Kelud,47.3,0.0
-7.96,111.9,0.335,Kelud,45.1,0.0
-7.94,111.5,0.335,Kelud,89.0,0.0
-7.94,111.52,0.335,Kelud,86.8,0.0
-7.94,111.54,0.335,Kelud,84.6,0.0
-7.94,111.56,0.335,Kelud,82.4,0.0
-7.94,111.58,0.335,Kelud,80.2,0.0
-7.94,111.6,0.335,Kelud,78.0,0.0
-7.94,111.62,0.335,Kelud,75.8,0.0
-7.94,111.64,0.335,Kelud,73.6,0.0
-7.94,111.66,0.335,Kelud,71.4,0.0
-7.94,111.68,0.335,Kelud,69.2,0.0
-7.94,111.7,0.335,Kelud,67.0,0.0
-7.94,111.72,0.335,Kelud,64.8,0.0
-7.94,111.74,0.335,Kelud,62.6,0.0
-7.94,111.76,0.335,Kelud,60.4,0.0
-7.94,111.78,0.335,Kelud,58.2,0.0
-7.94,111.8,0.335,Kelud,56.0,0.0
-7.94,111.82,0.335,Kelud,53.8,0.0
-7.94,111.84,0.335,Kelud,51.6,0.0
-7.94,111.86,0.335,Kelud,49.4,0.0
-7.94,111.88,0.335,Kelud,47.1,0.0
-7.94,111.9,0.335,Kelud,44.9,0.0
-7.92,111.5,0.335,Kelud,89.0,0.0
-7.92,111.52,0.335,Kelud,86.8,0.0
-7.92,111.54,0.335,Kelud,84.6,0.0
-7.92,111.56,0.335,Kelud,82.4,0.0
-7.92,111.58,0.335,Kelud,80.2,0.0
-7.92,111.6,0.335,Kelud,78.0,0.0
-7.92,111.62,0.335,Kelud,75.8,0.0
-7.92,111.64,0.335,Kelud,73.6,0.0
-7.92,111.66,0.335,Kelud,71.4,0.0
-7.92,111.68,0.335,Kelud,69.2,0.0
-7.92,111.7,0.335,Kelud,67.0,0.0
-7.92,111.72,0.335,Kelud,64.8,0.0
-7.92,111.74,0.335,Kelud,62.6,0.0
-7.92,111.76,0.335,Kelud,60.4,0.0
-7.92,111.78,0.335,Kelud,58.2,0.0
-7.92,111.8,0.335,Kelud,56.0,0.0
-7.92,111.82,0.335,Kelud,53.8,0.0
-7.92,111.84,0.335,Kelud,51.6,0.0
-7.92,111.86,0.335,Kelud,49.4,0.0
-7.92,111.88,0.335,Kelud,47.2,0.0
-7.9,111.5,0.335,Kelud,89.1,0.0
-7.9,111.52,0.335,Kelud,86.9,0.0
-7.9,111.54,0.335,Kelud,84.6,0.0
-7.9,111.56,0.335,Kelud,82.4,0.0
-7.9,111.58,0.335,Kelud,80.2,0.0
-7.9,111.6,0.335,Kelud,78.0,0.0
-7.9,111.62,0.335,Kelud,75.8,0.0
-7.9,111.64,0.335,Kelud,73.6,0.0
-7.9,111.66,0.335,Kelud,71.4,0.0
-7.9,111.68,0.335,Kelud,69.2,0.0
-7.9,111.7,0.335,Kelud,67.0,0.0
-7.9,111.72,0.335,Kelud,64.8,0.0
-7.9,111.74,0.335,Kelud,62.6,0.0
-7.9,111.76,0.335,Kelud,60.4,0.0
-7.9,111.78,0.335,Kelud,58.2,0.0
-7.9,111.8,0.335,Kelud,56.0,0.0
-7.9,111.82,0.335,Kelud,53.8,0.0
-7.9,111.84,0.335,Kelud,51.7,0.0
-7.9,111.86,0.335,Kelud,49.5,0.0
-7.88,111.5,0.335,Kelud,89.2,0.0
-7.88,111.52,0.335,Kelud,87.0,0.0
-7.88,111.54,0.335,Kelud,84.8,0.0
-7.88,111.56,0.335,Kelud,82.6,0.0
-7.88,111.58,0.335,Kelud,80.4,0.0
-7.88,111.6,0.335,Kelud,78.2,0.0
-7.88,111.62,0.335,Kelud,76.0,0.0
-7.88,111.64,0.335,Kelud,73.8,0.0
-7.88,111.66,0.335,Kelud,71.6,0.0
-7.88,111.68,0.335,Kelud,69.4,0.0
-7.88,111.7,0.335,Kelud,67.2,0.0
-7.88,111.72,0.335,Kelud,65.0,0.0
-7.88,111.74,0.335,Kelud,62.8,0.0
-7.88,111.76,0.335,Kelud,60.6,0.0
-7.88,111.78,0.335,Kelud,58.4,0.0
-7.88,111.8,0.335,Kelud,56.2,0.0
-7.88,111.82,0.335,Kelud,54.0,0.0
-7.88,111.84,0.335,Kelud,51.8,0.0
-7.88,111.86,0.335,Kelud,49.7,0.0
-7.86,111.5,0.335,Kelud,89.3,0.0
-7.86,111.52,0.335,Kelud,87.1,0.0
-7.86,111.54,0.335,Kelud,84.9,0.0
-7.86,111.56,0.335,Kelud,82.8,0.0
-7.86,111.58,0.335,Kelud,80.6,0.0
-7.86,111.6,0.335,Kelud,78.4,0.0
-7.86,111.62,0.335,Kelud,76.2,0.0
-7.86,111.64,0.335,Kelud,74.0,0.0
-7.86,111.66,0.335,Kelud,71.8,0.0
-7.86,111.68,0.335,Kelud,69.6,0.0
-7.86,111.7,0.335,Kelud,67.4,0.0
-7.86,111.72,0.335,Kelud,65.2,0.0
-7.86,111.74,0.335,Kelud,63.0,0.0
-7.86,111.76,0.335,Kelud,60.9,0.0
-7.86,111.78,0.335,Kelud,58.7,0.0
-7.86,111.8,0.335,Kelud,56.5,0.0
-7.86,111.82,0.335,Kelud,54.3,0.0
-7.86,111.84,0.335,Kelud,52.1,0.0
-7.86,111.86,0.335,Kelud,50.0,0.0
-7.84,111.5,0.335,Kelud,89.6,0.0
-7.84,111.52,0.335,Kelud,87.4,0.0
-7.84,111.54,0.335,Kelud,85.2,0.0
-7.84,111.56,0.335,Kelud,83.0,0.0
-7.84,111.58,0.335,Kelud,80.8,0.0
-7.84,111.6,0.335,Kelud,78.6,0.0
-7.84,111.62,0.335,Kelud,76.4,0.0
-7.84,111.64,0.335,Kelud,74.3,0.0
-7.84,111.66,0.335,Kelud,72.1,0.0
-7.84,111.68,0.335,Kelud,69.9,0.0
-7.84,111.7,0.335,Kelud,67.7,0.0
-7.84,111.72,0.335,Kelud,65.5,0.0
-7.84,111.74,0.335,Kelud,63.4,0.0
-7.84,111.76,0.335,Kelud,61.2,0.0
-7.84,111.78,0.335,Kelud,59.0,0.0
-7.84,111.8,0.335,Kelud,56.8,0.0
-7.84,111.82,0.335,Kelud,54.7,0.0
-7.84,111.84,0.335,Kelud,52.5,0.0
-7.82,111.5,0.335,Kelud,89.8,0.0
-7.82,111.52,0.335,Kelud,87.7,0.0
-7.82,111.54,0.335,Kelud,85.5,0.0
-7.82,111.56,0.335,Kelud,83.3,0.0
-7.82,111.58,0.335,Kelud,81.1,0.0
-7.82,111.6,0.335,Kelud,78.9,0.0
-7.82,111.62,0.335,Kelud,76.8,0.0
-7.82,111.64,0.335,Kelud,74.6,0.0
-7.82,111.66,0.335,Kelud,72.4,0.0
-7.82,111.68,0.335,Kelud,70.2,0.0
-7.82,111.7,0.335,Kelud,68.1,0.0
-7.82,111.72,0.335,Kelud,65.9,0.0
-7.82,111.74,0.335,Kelud,63.7,0.0
-7.82,111.76,0.335,Kelud,61.6,0.0
-7.82,111.78,0.335,Kelud,59.4,0.0
-7.82,111.8,0.335,Kelud,57.3,0.0
-7.82,111.82,0.335,Kelud,55.1,0.0
-7.82,111.84,0.335,Kelud,53.0,0.0
-7.8,111.5,0.335,Kelud,90.2,0.0
-7.8,111.52,0.335,Kelud,88.0,0.0
-7.8,111.54,0.335,Kelud,85.8,0.0
-7.8,111.56,0.335,Kelud,83.6,0.0
-7.8,111.58,0.335,Kelud,81.5,0.0
-7.8,111.6,0.335,Kelud,79.3,0.0
-7.8,111.62,0.335,Kelud,77.1,0.0
-7.8,111.64,0.335,Kelud,75.0,0.0
-7.8,111.66,0.335,Kelud,72.8,0.0
-7.8,111.68,0.335,Kelud,70.7,0.0
-7.8,111.7,0.335,Kelud,68.5,0.0
-7.8,111.72,0.335,Kelud,66.4,0.0
-7.8,111.74,0.335,Kelud,64.2,0.0
-7.8,111.76,0.335,Kelud,62.1,0.0
-7.8,111.78,0.335,Kelud,59.9,0.0
-7.8,111.8,0.335,Kelud,57.8,0.0
-7.8,111.82,0.335,Kelud,55.7,0.0
-7.8,111.84,0.335,Kelud,53.5,0.0
-7.78,111.5,0.335,Kelud,90.6,0.0
-7.78,111.52,0.335,Kelud,88.4,0.0
-7.78,111.54,0.335,Kelud,86.2,0.0
-7.78,111.56,0.335,Kelud,84.1,0.0
-7.78,111.58,0.335,Kelud,81.9,0.0
-7.78,111.6,0.335,Kelud,79.8,0.0
-7.78,111.62,0.335,Kelud,77.6,0.0
-7.78,111.64,0.335,Kelud,75.4,0.0
-7.78,111.66,0.335,Kelud,73.3,0.0
-7.78,111.68,0.335,Kelud,71.2,0.0
-7.78,111.7,0.335,Kelud,69.0,0.0
-7.78,111.72,0.335,Kelud,66.9,0.0
-7.78,111.74,0.335,Kelud,64.8,0.0
-7.78,111.76,0.335,Kelud,62.6,0.0
-7.78,111.78,0.335,Kelud,60.5,0.0
-7.78,111.8,0.335,Kelud,58.4,0.0
-7.78,111.82,0.335,Kelud,56.3,0.0
-7.78,111.84,0.335,Kelud,54.2,0.0
-7.76,111.5,0.335,Kelud,91.0,0.0
-7.76,111.52,0.335,Kelud,88.8,0.0
-7.76,111.54,0.335,Kelud,86.7,0.0
-7.76,111.56,0.335,Kelud,84.5,0.0
-7.76,111.58,0.335,Kelud,82.4,0.0
-7.76,111.6,0.335,Kelud,80.2,0.0
-7.76,111.62,0.335,Kelud,78.1,0.0
-7.76,111.64,0.335,Kelud,76.0,0.0
-7.76,111.66,0.335,Kelud,73.8,0.0
-7.76,111.68,0.335,Kelud,71.7,0.0
-7.76,111.7,0.335,Kelud,69.6,0.0
-7.76,111.72,0.335,Kelud,67.5,0.0
-7.76,111.74,0.335,Kelud,65.4,0.0
-7.76,111.76,0.335,Kelud,63.3,0.0
-7.76,111.78,0.335,Kelud,61.2,0.0
-7.76,111.8,0.335,Kelud,59.1,0.0
-7.76,111.82,0.335,Kelud,57.0,0.0
-7.76,111.84,0.335,Kelud,54.9,0.0
-7.74,111.5,0.335,Kelud,91.5,0.0
-7.74,111.52,0.335,Kelud,89.3,0.0
-7.74,111.54,0.335,Kelud,87.2,0.0
-7.74,111.56,0.335,Kelud,85.1,0.0
-7.74,111.58,0.335,Kelud,82.9,0.0
-7.74,111.6,0.335,Kelud,80.8,0.0
-7.74,111.62,0.335,Kelud,78.7,0.0
-7.74,111.64,0.335,Kelud,76.6,0.0
-7.74,111.66,0.335,Kelud,74.4,0.0
-7.74,111.68,0.335,Kelud,72.3,0.0
-7.74,111.7,0.335,Kelud,70.2,0.0
-7.74,111.72,0.335,Kelud,68.1,0.0
-7.74,111.74,0.335,Kelud,66.0,0.0
-7.74,111.76,0.335,Kelud,64.0,0.0
-7.74,111.78,0.335,Kelud,61.9,0.0
-7.74,111.8,0.335,Kelud,59.8,0.0
-7.74,111.82,0.335,Kelud,57.8,0.0
-7.74,111.84,0.335,Kelud,55.7,0.0
-7.72,111.5,0.335,Kelud,92.0,0.0
-7.72,111.52,0.335,Kelud,89.9,0.0
-7.72,111.54,0.335,Kelud,87.8,0.0
-7.72,111.56,0.335,Kelud,85.6,0.0
-7.72,111.58,0.335,Kelud,83.5,0.0
-7.72,111.6,0.335,Kelud,81.4,0.0
-7.72,111.62,0.335,Kelud,79.3,0.0
-7.72,111.64,0.335,Kelud,77.2,0.0
-7.72,111.66,0.335,Kelud,75.1,0.0
-7.72,111.68,0.335,Kelud,73.0,0.0
-7.72,111.7,0.335,Kelud,70.9,0.0
-7.72,111.72,0.335,Kelud,68.9,0.0
-7.72,111.74,0.335,Kelud,66.8,0.0
-7.72,111.76,0.335,Kelud,64.7,0.0
-7.72,111.78,0.335,Kelud,62.7,0.0
-7.72,111.8,0.335,Kelud,60.6,0.0
-7.72,111.82,0.335,Kelud,58.6,0.0
-7.72,111.84,0.335,Kelud,56.6,0.0
-7.7,111.5,0.335,Kelud,92.6,0.0
-7.7,111.52,0.335,Kelud,90.5,0.0
-7.7,111.54,0.335,Kelud,88.4,0.0
-7.7,111.56,0.335,Kelud,86.3,0.0
-7.7,111.58,0.335,Kelud,84.2,0.0
-7.7,111.6,0.335,Kelud,82.1,0.0
-7.7,111.62,0.335,Kelud,80.0,0.0
-7.7,111.64,0.335,Kelud,77.9,0.0
-7.7,111.66,0.335,Kelud,75.8,0.0
-7.7,111.68,0.335,Kelud,73.8,0.0
-7.7,111.7,0.335,Kelud,71.7,0.0
-7.7,111.72,0.335,Kelud,69.6,0.0
-7.7,111.74,0.335,Kelud,67.6,0.0
-7.7,111.76,0.335,Kelud,65.6,0.0
-7.7,111.78,0.335,Kelud,63.5,0.0
-7.7,111.8,0.335,Kelud,61.5,0.0
-7.7,111.82,0.335,Kelud,59.5,0.0
-7.7,111.84,0.335,Kelud,57.6,0.0
-7.68,111.5,0.335,Kelud,93.3,0.0
-7.68,111.52,0.335,Kelud,91.2,0.0
-7.68,111.54,0.335,Kelud,89.1,0.0
-7.68,111.56,0.335,Kelud,87.0,0.0
-7.68,111.58,0.335,Kelud,84.9,0.0
-7.68,111.6,0.335,Kelud,82.8,0.0
-7.68,111.62,0.335,Kelud,80.7,0.0
-7.68,111.64,0.335,Kelud,78.7,0.0
-7.68,111.66,0.335,Kelud,76.6,0.0
-7.68,111.68,0.335,Kelud,74.6,0.0
-7.68,111.7,0.335,Kelud,72.5,0.0
-7.68,111.72,0.335,Kelud,70.5,0.0
-7.68,111.74,0.335,Kelud,68.5,0.0
-7.68,111.76,0.335,Kelud,66.5,0.0
-7.68,111.78,0.335,Kelud,64.5,0.0
-7.68,111.8,0.335,Kelud,62.5,0.0
-7.68,111.82,0.335,Kelud,60.5,0.0
-7.68,111.84,0.335,Kelud,58.6,0.0
-7.68,111.86,0.335,Kelud,56.6,0.0
-7.66,111.5,0.335,Kelud,93.9,0.0
-7.66,111.52,0.335,Kelud,91.9,0.0
-7.66,111.54,0.335,Kelud,89.8,0.0
-7.66,111.56,0.335,Kelud,87.7,0.0
-7.66,111.58,0.335,Kelud,85.6,0.0
-7.66,111.6,0.335,Kelud,83.6,0.0
-7.66,111.62,0.335,Kelud,81.5,0.0
-7.66,111.64,0.335,Kelud,79.5,0.0
-7.66,111.66,0.335,Kelud,77.4,0.0
-7.66,111.68,0.335,Kelud,75.4,0.0
-7.66,111.7,0.335,Kelud,73.4,0.0
-7.66,111.72,0.335,Kelud,71.4,0.0
-7.66,111.74,0.335,Kelud,69.4,0.0
-7.66,111.76,0.335,Kelud,67.4,0.0
-7.66,111.78,0.335,Kelud,65.5,0.0
-7.66,111.8,0.335,Kelud,63.5,0.0
-7.66,111.82,0.335,Kelud,61.6,0.0
-7.66,111.84,0.335,Kelud,59.7,0.0
-7.66,111.86,0.335,Kelud,57.8,0.0
-7.64,111.5,0.335,Kelud,94.7,0.0
-7.64,111.52,0.335,Kelud,92.6,0.0
-7.64,111.54,0.335,Kelud,90.5,0.0
-7.64,111.56,0.335,Kelud,88.5,0.0
-7.64,111.58,0.335,Kelud,86.4,0.0
-7.64,111.6,0.335,Kelud,84.4,0.0
-7.64,111.62,0.335,Kelud,82.4,0.0
-7.64,111.64,0.335,Kelud,80.3,0.0
-7.64,111.66,0.335,Kelud,78.3,0.0
-7.64,111.68,0.335,Kelud,76.3,0.0
-7.64,111.7,0.335,Kelud,74.3,0.0
-7.64,111.72,0.335,Kelud,72.4,0.0
-7.64,111.74,0.335,Kelud,70.4,0.0
-7.64,111.76,0.335,Kelud,68.4,0.0
-7.64,111.78,0.335,Kelud,66.5,0.0
-7.64,111.8,0.335,Kelud,64.6,0.0
-7.64,111.82,0.335,Kelud,62.7,0.0
-7.64,111.84,0.335,Kelud,60.8,0.0
-7.64,111.86,0.335,Kelud,59.0,0.0
-7.64,111.88,0.335,Kelud,57.1,0.0
-7.64,113.16,0.335,Bromo,40.8,0.0
-7.64,113.18,0.335,Lamongan,41.6,0.0
-7.64,113.2,0.335,Lamongan,40.6,0.0
-7.64,113.48,0.335,Lamongan,40.4,0.0
-7.62,111.5,0.335,Kelud,95.5,0.0
-7.62,111.52,0.335,Kelud,93.4,0.0
-7.62,111.54,0.335,Kelud,91.4,0.0
-7.62,111.56,0.335,Kelud,89.3,0.0
-7.62,111.58,0.335,Kelud,87.3,0.0
-7.62,111.6,0.335,Kelud,85.3,0.0
-7.62,111.62,0.335,Kelud,83.3,0.0
-7.62,111.64,0.335,Kelud,81.3,0.0
-7.62,111.66,0.335,Kelud,79.3,0.0
-7.62,111.68,0.335,Kelud,77.3,0.0
-7.62,111.7,0.335,Kelud,75.3,0.0
-7.62,111.72,0.335,Kelud,73.4,0.0
-7.62,111.74,0.335,Kelud,71.4,0.0
-7.62,111.76,0.335,Kelud,69.5,0.0
-7.62,111.78,0.335,Kelud,67.6,0.0
-7.62,111.8,0.335,Kelud,65.7,0.0
-7.62,111.82,0.335,Kelud,63.9,0.0
-7.62,111.84,0.335,Kelud,62.0,0.0
-7.62,111.86,0.335,Kelud,60.2,0.0
-7.62,111.88,0.335,Kelud,58.4,0.0
-7.62,113.12,0.335,Bromo,40.4,0.0
-7.62,113.14,0.335,Bromo,41.5,0.0
-7.62,113.16,0.335,Bromo,42.6,0.0
-7.62,113.18,0.335,Lamongan,43.6,0.0
-7.62,113.2,0.335,Lamongan,42.7,0.0
-7.62,113.22,0.335,Lamongan,41.9,0.0
-7.62,113.24,0.335,Lamongan,41.3,0.0
-7.62,113.26,0.335,Lamongan,40.7,0.0
-7.62,113.28,0.335,Lamongan,40.3,0.0
-7.62,113.4,0.335,Lamongan,40.2,0.0
-7.62,113.42,0.335,Lamongan,40.6,0.0
-7.62,113.44,0.335,Lamongan,41.1,0.0
-7.62,113.46,0.335,Lamongan,41.7,0.0
-7.62,113.48,0.335,Lamongan,42.5,0.0
-7.6,111.5,0.335,Kelud,96.3,0.0
-7.6,111.52,0.335,Kelud,94.3,0.0
-7.6,111.54,0.335,Kelud,92.2,0.0
-7.6,111.56,0.335,Kelud,90.2,0.0
-7.6,111.58,0.335,Kelud,88.2,0.0
-7.6,111.6,0.335,Kelud,86.2,0.0
-7.6,111.62,0.335,Kelud,84.2,0.0
-7.6,111.64,0.335,Kelud,82.2,0.0
-7.6,111.66,0.335,Kelud,80.3,0.0
-7.6,111.68,0.335,Kelud,78.3,0.0
-7.6,111.7,0.335,Kelud,76.4,0.0
-7.6,111.72,0.335,Kelud,74.5,0.0
-7.6,111.74,0.335,Kelud,72.5,0.0
-7.6,111.76,0.335,Kelud,70.7,0.0
-7.6,111.78,0.335,Kelud,68.8,0.0
-7.6,111.8,0.335,Kelud,66.9,0.0
-7.6,111.82,0.335,Kelud,65.1,0.0
-7.6,111.84,0.335,Kelud,63.3,0.0
-7.6,111.86,0.335,Kelud,61.5,0.0
-7.6,111.88,0.335,Kelud,59.8,0.0
-7.6,111.9,0.335,Kelud,58.0,0.0
-7.6,113.08,0.335,Bromo,40.6,0.0
-7.6,113.1,0.335,Bromo,41.5,0.0
-7.6,113.12,0.335,Bromo,42.4,0.0
-7.6,113.14,0.335,Bromo,43.4,0.0
-7.6,113.16,0.335,Bromo,44.5,0.0
-7.6,113.18,0.335,Lamongan,45.6,0.0
-7.6,113.2,0.335,Lamongan,44.8,0.0
-7.6,113.22,0.335,Lamongan,44.1,0.0
-7.6,113.24,0.335,Lamongan,43.4,0.0
-7.6,113.26,0.335,Lamongan,42.9,0.0
-7.6,113.28,0.335,Lamongan,42.5,0.0
-7.6,113.3,0.335,Lamongan,42.2,0.0
-7.6,113.32,0.335,Lamongan,42.0,0.0
-7.6,113.34,0.335,Lamongan,41.9,0.0
-7.6,113.36,0.335,Lamongan,42.0,0.0
-7.6,113.38,0.335,Lamongan,42.1,0.0
-7.6,113.4,0.335,Lamongan,42.4,0.0
-7.6,113.42,0.335,Lamongan,42.8,0.0
-7.6,113.44,0.335,Lamongan,43.3,0.0
-7.6,113.46,0.335,Lamongan,43.9,0.0
-7.6,113.48,0.335,Lamongan,44.6,0.0
-7.56,112.4,0.328,Penanggungan,26.0,0.1
-7.56,112.38,0.327,Penanggungan,28.1,0.1
-7.54,112.38,0.327,Penanggungan,28.7,0.1
-7.54,112.4,0.327,Penanggungan,26.6,0.1
-8.02,112.58,0.326,Kelud,31.6,0.0
-8.02,112.6,0.326,Arjuno-Welirang,32.5,0.0
-8.0,112.6,0.326,Arjuno-Welirang,30.3,0.1
-8.18,111.5,0.305,Kelud,93.2,0.0
-8.18,111.52,0.305,Kelud,91.1,0.0
-8.18,111.54,0.305,Kelud,89.0,0.0
-8.18,111.56,0.305,Kelud,86.9,0.0
-8.18,111.58,0.305,Kelud,84.8,0.0
-8.18,111.6,0.305,Kelud,82.8,0.0
-8.18,111.62,0.305,Kelud,80.7,0.0
-8.18,111.64,0.305,Kelud,78.6,0.0
-8.18,111.66,0.305,Kelud,76.6,0.0
-8.18,111.68,0.305,Kelud,74.5,0.0
-8.18,111.7,0.305,Kelud,72.5,0.0
-8.18,111.72,0.305,Kelud,70.5,0.0
-8.18,111.74,0.305,Kelud,68.4,0.0
-8.18,111.76,0.305,Kelud,66.4,0.0
-8.18,111.78,0.305,Kelud,64.4,0.0
-8.18,111.8,0.305,Kelud,62.5,0.0
-8.18,111.82,0.305,Kelud,60.5,0.0
-8.18,111.84,0.305,Kelud,58.5,0.0
-8.18,111.86,0.305,Kelud,56.6,0.0
-8.18,111.88,0.305,Kelud,54.7,0.0
-8.18,111.9,0.305,Kelud,52.8,0.0
-8.18,111.92,0.305,Kelud,51.0,0.0
-8.18,111.94,0.305,Kelud,49.1,0.0
-8.18,111.96,0.305,Kelud,47.3,0.0
-8.18,111.98,0.305,Kelud,45.6,0.0
-8.18,112.0,0.305,Kelud,43.8,0.0
-8.18,112.02,0.305,Kelud,42.2,0.0
-8.16,111.5,0.305,Kelud,92.6,0.0
-8.16,111.52,0.305,Kelud,90.5,0.0
-8.16,111.54,0.305,Kelud,88.3,0.0
-8.16,111.56,0.305,Kelud,86.2,0.0
-8.16,111.58,0.305,Kelud,84.1,0.0
