seed,hard_frac,zdist_mean,algorithm,auc_own,auc_common,tss_common,boyce
6,0.4,2.398394497935929,maxent,0.7222932459538932,0.6543027843452919,0.337332477766401,0.7020712524069029
6,0.4,2.398394497935929,xgboost,0.7638458796232449,0.7004236166085133,0.4177711325442842,0.44448798566446246
6,0.4,2.398394497935929,randomforest,0.7557207969027728,0.7025442741093844,0.4047958987399857,0.570504131445996
6,0.5,2.4601190270599296,maxent,0.7361540682810669,0.6553502277481198,0.3379162307764129,0.6923831554536883
6,0.5,2.4601190270599296,xgboost,0.7635174460820868,0.6937441422319657,0.3876282110586449,0.45693302974157757
6,0.5,2.4601190270599296,randomforest,0.7695661742361573,0.7085103575848762,0.41207357032027947,0.6206954273907601
6,0.6,2.5249366810311495,maxent,0.7427504170892041,0.6454923157855633,0.3405541979128711,0.6302696726021966
6,0.6,2.5249366810311495,xgboost,0.7617798651417169,0.6910783995255644,0.366128894017579,0.510147695849538
6,0.6,2.5249366810311495,randomforest,0.7750272912946363,0.7002750720836127,0.39424698138664555,0.5590479601983174
6,0.7,2.614308473967929,maxent,0.7702762985494546,0.6408772216405624,0.3104456394249778,0.5942891136157094
6,0.7,2.614308473967929,xgboost,0.8031039551635916,0.6879417186437468,0.3654475019510554,0.4880899393093089
6,0.7,2.614308473967929,randomforest,0.7907091267793197,0.6779196952158195,0.3558820180078779,0.5296560106660546
6,0.8,2.6687447601211325,maxent,0.7755681727913679,0.6305958233865082,0.29275322994505837,0.49348558392473424
6,0.8,2.6687447601211325,xgboost,0.8161807606687658,0.6760808681172443,0.3480768034025797,0.5444372295145571
6,0.8,2.6687447601211325,randomforest,0.8077738579196405,0.6788581872695787,0.35052809856344325,0.561552450477872
6,0.9,2.757685424925507,maxent,0.7942296298818683,0.621313087450322,0.28417415690543146,0.45551925182910524
6,0.9,2.757685424925507,xgboost,0.8322441598964249,0.6557174066133558,0.30565643049996016,0.41928970381951053
6,0.9,2.757685424925507,randomforest,0.8316014225191164,0.664028496080466,0.33860409882512854,0.5060055096269817
6,1.0,2.800287522507073,maxent,0.7984237836686165,0.553896335564952,0.18446866819873678,-0.061523445427715616
6,1.0,2.800287522507073,xgboost,0.8582470670983579,0.6283776119653187,0.2588962231921457,0.29696904270573143
6,1.0,2.800287522507073,randomforest,0.8479257507716873,0.6480888485504465,0.29694319634541155,0.4221103047467555
